BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.6329365079365079,1.0,0.6439775910364145,1.0,81.0,161.0,20.67992999047175,0.08591040724244274,0.0,0.08115228339837224,0.0,3.1622776601683795,6.324555320336759,1.0422883903148135,bupa-liver-disorders
