BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.49969135802469133,1.0,0.5214285714285714,1.0,49.333333333333336,97.66666666666667,21.60921898591651,0.059288306892058454,0.0,0.061352851079643486,0.0,1.8027756377319948,3.6055512754639896,1.2839957318521726,sonar
