model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,p / P
complex,no_discretization,monk-3,0,0.9912280701754386,0.9513440860215052,0.9907407407407408,0.9508196721311476,7,18.0,4,14,2.571428571428572,0.6311427486420309,0.939853805815986,0.2599531615925058,0.084762845,0.131804437,0.01135362,1.0,1.0,1.819672131147541,1.8148148148148149,17.0,76.0,13.0,64.0,C2,C2,C2,0.0
