Unnamed: 0,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure,variant,model_type,M-of-N count (std),integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),plain conditions count (std),complex conditions count (std),avg conditions per rule (std),avg rule quality (std),avg rule precision (std),avg rule coverage (std),training time total (s) (std),training time growing (s) (std),training time pruning (s) (std),pvalue significance fdr (std),pvalue significance fwer (std),avg rule support
0,bmt-ch,0.6959523809523809,0.202900277983167,0.2652448738984867,7.555555555555555,22.0,0.5668253968253969,1.098968253968254,2.4297178130511465,0.9971559883262144,1.0,0.3374782212541675,0.4529366228315565,0.1135342499999999,0.0243857027777777,0.9691358024691356,0.9691358024691356,Correlation,Correlation,Correlation,no_discretization,at_least_M-of-N,5.035981643246043,0.0070086746370389,0.1542395106062914,5.592653911854173,20.688160865577203,4.409585518440985,13.171939872319491,0.9320219021099824,0.0053840048339228,0.0,0.1338455233376075,0.2046144697149804,0.0763249589468771,0.0195763493945584,0.0627993516956043,0.0627993516956043,0.348848742324017
0,bmt-ch,0.0,0.1805442207319246,0.2373172975614294,12.666666666666666,44.66666666666666,0.0361645299145299,3.5391670176229,3.4972819663996138,0.9777061165602094,1.0,0.2258226321504036,2547.3573765640003,2498.5803408700003,48.74986348122221,0.7939542755719226,0.695285107049813,Correlation,Correlation,Correlation,no_discretization,complex,0.0,0.0181266681043715,0.074426843676795,2.8284271247461903,12.489995996796797,1.0540925533894598,12.856040517117927,0.2775238848243827,0.0110939463256309,0.0,0.0564606777946306,456.8272994986348,450.1918010069901,7.147971196940287,0.1148397183751831,0.1329819290208532,0.214121368277901
0,bmt-ch,0.7055806182121972,0.1930536427925606,0.2842681332822861,11.444444444444445,36.55555555555556,0.6357309941520468,1.568299916457811,2.8235449735449736,0.9902044097455104,1.0,0.2713263771795517,0.6186369789971246,0.2542763963333333,0.0591260687777777,0.9365961199294532,0.9052028218694884,Correlation,Correlation,Correlation,no_discretization,exact_M-of-N,7.939003575876369,0.0225154927586925,0.1944756908296143,6.166666666666667,25.734758164353863,7.31057073315377,12.917473093105754,0.8702542901959373,0.0121832124635164,0.0,0.1418326117995922,0.5361124911036811,0.3245926278901928,0.0855227027628514,0.0891051476137138,0.1329318354492231,0.2578343498633406
0,bmt-ch,0.0,0.1477839650636855,0.2111014171208188,12.0,34.77777777777778,2.808598484848485,0.0,2.79743265993266,0.9473292556141512,1.0,0.1549635747285319,28.09771395788889,21.24788077255556,6.839245637222223,0.6391975308641976,0.5516273849607183,Correlation,Correlation,Correlation,no_discretization,plain,0.0,0.0140496849901165,0.0691464718362223,3.122498999199199,15.912084855368402,14.159802258506296,2.7131367660166177,0.5371503876714739,0.020580157608009,0.0,0.056397961614868,9.707350726338836,7.291990576758994,2.451654604918825,0.1914663457975895,0.1416211457901535,0.15226979928903
0,cancer,0.2633867521367521,0.1321853544714065,0.161550190569666,7.555555555555555,37.55555555555556,1.9098763736263733,2.147626678876679,4.102575973409306,0.9962518501009844,1.0,0.379380656712135,21.01523815260993,0.7228937630000001,0.349141251,0.979107312440646,0.9667616334283002,Correlation,Correlation,Correlation,no_discretization,at_least_M-of-N,1.4529663145135578,0.0071026253634708,0.0268453989408042,4.772607021092118,40.32093473343318,31.5638682321698,9.756764035500932,1.9574042118399635,0.0084986796089437,0.0,0.0973683762345821,25.21372396753748,0.8029526162681092,0.4939875071647006,0.042329509852147,0.0752967252786467,0.3799308018592295
0,cancer,0.0,0.1291166323504153,0.170332140780895,18.444444444444443,133.66666666666666,1.136631722923283,5.582887589818536,6.895198175888712,0.961755101819218,1.0,0.2662057570697627,43.19643692466667,40.46296341211112,2.71857495711111,0.8267491909435644,0.778528438502863,Correlation,Correlation,Correlation,no_discretization,complex,0.0,0.0076191994721186,0.0305922682246596,6.654154925892376,69.12669527758433,49.29362140390084,19.89416441516903,1.450091360935921,0.0295230984046732,0.0,0.0262976908357029,20.663334410264973,19.345740067252063,1.3264823964989811,0.1431563911668595,0.1500808828771618,0.263117312661908
0,cancer,0.5197222222222222,0.1312858381233359,0.1580033818806125,7.111111111111111,26.22222222222222,1.6751587301587303,1.3055158730158731,3.458774250440917,0.9929479954302346,1.0,0.3629337619928826,20.697643783357407,0.5424291576666667,0.214112946111111,0.9737654320987654,0.9598765432098766,Correlation,Correlation,Correlation,no_discretization,exact_M-of-N,2.692582403567252,0.0053033056329462,0.0235575106583282,2.420973174388992,12.224747213928168,7.14142842854285,5.333333333333333,0.9377691191049636,0.017324253530643,0.0,0.0681328231623652,24.823533904695523,0.3735698052283652,0.1709230684574074,0.052173276248077,0.0868595511078413,0.3679025217159244
0,cancer,0.0,0.1292573105410859,0.1490830651069573,8.333333333333334,21.88888888888889,2.350343406593406,0.0,2.390873015873016,0.9886684802415951,1.0,0.3011389260181587,1.1628201695555556,0.941702897888889,0.2165455352222222,0.9495370370370372,0.914814814814815,Correlation,Correlation,Correlation,no_discretization,plain,0.0,0.0038846826595687,0.0245914121996495,3.968626966596886,15.72771792445144,1.615893285805443,12.917473093105752,0.5826660420457742,0.0146582828974681,0.0,0.0665014684176705,0.6034140619745877,0.4670796698112108,0.1381967200991396,0.0790691407082793,0.1103795360350307,0.3056852275911002
0,follic,0.65,0.1733296161631158,0.1995274534140153,3.2222222222222223,8.444444444444445,0.2133333333333333,1.8488888888888888,2.5246913580246915,0.9921742596326536,1.0,0.4477775618293275,189.70283563931784,1.4240196723333334,19.228925212222222,0.9753086419753088,0.9753086419753088,Correlation,Correlation,Correlation,no_discretization,at_least_M-of-N,0.8333333333333334,0.0055853913084575,0.0175469505075196,2.223610677354389,6.966188181335456,5.97448277631164,1.9649710204252653,1.262319266831056,0.0234772190537348,0.0,0.071724994319251,263.26793583514245,2.665799563248428,46.64573703577216,0.074074074074074,0.074074074074074,0.4440675674533763
0,follic,0.0,0.1662281682909429,0.2003868225905407,23.77777777777778,289.8888888888889,0.9676139971139972,10.270570707070709,11.316792528459196,0.9962983603875408,1.0,0.272625836257122,3285.324942301444,3253.6284124940003,31.67765923455556,0.976094276094276,0.976094276094276,Correlation,Correlation,Correlation,no_discretization,complex,0.0,0.005753112152308,0.0188145092475241,10.18304691359342,190.74357423281947,179.32496882599602,9.905105305402415,2.6520212051446808,0.0084444108023674,0.0,0.0400930367902568,2597.392070725188,2574.8010881441382,22.61641538497429,0.0602345515792952,0.0602345515792952,0.2671144993313218
