model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
plain,no_discretization,follic,0,0.1861453983120176,0.1959539302088093,4,4.0,1,0,1.0,0.9999974566895762,1.0,0.6694045174537987,4.324540709,3.686103893,0.6346032460000001,1.0,1.0,Correlation,Correlation,Correlation
