dataset,model_type,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,variant,M-of-N count (std),BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),plain conditions count (std),complex conditions count (std),avg conditions per rule (std),avg rule quality (std),avg rule precision (std),avg rule coverage (std),training time total (s) (std),training time growing (s) (std),training time pruning (s) (std),pvalue significance fdr (std),pvalue significance fwer (std),rules_per_example (train)  (std),rules_per_example (test)  (std),voting_conflicts (train)  (std),voting_conflicts (test)  (std),negative_voting_conflicts (train)  (std),negative_voting_conflicts (test)  (std),p / P
car,at_least_M-of-N,0.5414680445826164,0.5477347833807165,0.571013133285871,0.8283894191274215,0.8370978526117021,33.22222222222222,113.0,2.2737640579968312,0.1568012925175854,3.007387533013797,0.4407139128929541,0.765255373072487,0.1742783527821299,0.2578805552588569,0.2962829134444444,0.032820752111111,1.0,1.0,5.218603366424476,5.155049961912443,798.4444444444445,89.33333333333333,355.8888888888889,40.55555555555556,C2,C2,C2,no_discretization,5.979130371550699,0.0583742287808425,0.0612402281736323,0.0282992043266062,0.0325439505007466,16.138291249213605,113.02543961427445,113.27375885192671,5.3567195599960655,0.9182813719976743,0.0252977175680187,0.0528139803371006,0.0411200815216488,0.0471860072343827,0.1057920399228746,0.0193059768706507,0.0,0.0,0.4443621329690378,0.5095328019816795,149.95175149953326,14.654350889752846,42.867366505432905,7.367345368433448,0.3860024857056748
car,complex,0.0,0.6710534282304619,0.7167597823970485,0.8772385774671028,0.8875387923156546,30.666666666666668,130.66666666666666,0.903213348816797,3.3039456882991365,4.230176707906592,0.5369042060356365,0.839445107083685,0.111192507283195,0.1529971884444444,0.2923482614444444,0.0405403574444444,1.0,1.0,3.366839378000406,3.381558901286015,324.8888888888889,37.11111111111112,251.77777777777777,28.88888888888889,C2,C2,C2,no_discretization,0.0,0.0660169136613992,0.0467960047186399,0.0176215339962864,0.0121575603257355,5.52268050859363,28.45610655026439,6.227180564089801,24.55323015635848,0.207232100215347,0.0138881300641342,0.0133447135196853,0.0114562056678266,0.0437463377994587,0.077429921474808,0.0081395208595704,0.0,0.0,0.4447090311189917,0.4789110281433987,13.195116941926324,2.147349787787521,13.899440436378883,2.976761849915292,0.3799943764580707
car,exact_M-of-N,0.4820712498013666,0.5803893297912437,0.6255646716273383,0.8264626368538184,0.8401693682374627,36.55555555555556,132.55555555555554,2.612523152407344,0.2218186078609575,3.337233093625796,0.4371851807480712,0.7798596083341779,0.1627488158526774,0.2673545413547092,0.3204936093333333,0.0367471637777777,1.0,1.0,5.473216517834593,5.425169153560066,949.4444444444443,105.0,321.44444444444446,36.11111111111112,C2,C2,C2,no_discretization,6.64789022505971,0.0562706071664021,0.0486970637569781,0.0345382451405181,0.0325384189459334,15.017582288030846,106.08618089919996,107.12544567520412,4.6844897741850655,0.8053937180362497,0.0288013925534033,0.0489754717132989,0.0376558993393017,0.0439010827372646,0.1163490416072196,0.0192101794022542,0.0,0.0,0.5491578091715572,0.5877931916196143,208.1748730701613,19.987496091306685,33.5078763543406,4.960958688712406,0.3506624242519025
car,plain,0.0,0.6650709958126227,0.8388240187815679,0.8978170602380846,0.9506996622921702,135.22222222222223,599.7777777777778,4.432254423664878,0.0,4.435669898348181,0.4381777703943176,0.8657126032635082,0.0141765462455218,0.5891849681111112,0.663463805,0.1082757417777777,0.9556815394977732,0.5146389239508717,1.918700674405384,1.8868276799450343,347.1111111111111,41.333333333333336,184.5555555555556,23.444444444444443,C2,C2,C2,no_discretization,0.0,0.1173967282172009,0.0431897987197073,0.0212262430687139,0.0100581334430802,4.2654946306899095,19.305295761641272,19.305295761641272,0.0,0.0519069269286352,0.0048539195518776,0.0081896291340812,0.0011027216495425,0.0453164680478122,0.0423890462621401,0.0150699878677038,0.0216325262851605,0.0264543356221509,0.1848726069146925,0.1594205726621823,116.66666666666666,13.294735800308333,58.32047477325419,7.2476049683863,0.0468338035195274
cleveland,at_least_M-of-N,0.0720819142102408,0.2917047930283224,0.966331115078811,0.567741935483871,0.9792115564174388,86.66666666666667,238.11111111111111,0.8672267978417935,1.8203693828814616,2.747468414660406,0.5657112753313014,0.998080814330982,0.0479485642474978,5.439143154356215,1.583106625777778,0.1067889828888888,0.8788154057880958,0.2878691033173235,4.155091096267567,4.1167264038231774,5.666666666666667,8.555555555555555,2.333333333333333,3.6666666666666665,C2,C2,C2,no_discretization,3.767551518485772,0.0734430693131333,0.0135987822208093,0.0414815520235706,0.0071195661266158,2.82842712474619,11.741427132640696,9.772410142846033,7.666666666666666,0.1054424249524419,0.0043441068626132,0.0017179544060383,0.0037540249401295,2.17293271649108,0.340543960031929,0.0275023654693173,0.0445569920398664,0.0556383621599359,0.340956109693452,0.314673754780956,4.69041575982343,1.9436506316151003,4.8218253804964775,2.29128784747792,0.1358768769121647
cleveland,complex,0.0,0.2650381263616557,0.9279724771303112,0.5531660692951016,0.9453916181857358,88.44444444444444,223.3333333333333,0.8418342756162875,1.6520784112475262,2.524709879587817,0.5598566346954642,0.9945910179213056,0.0506364786096119,0.8236605782222223,1.5209086625555557,0.0224104555555555,0.886358173627578,0.2774810299210073,4.475909167085638,4.477777777777778,15.666666666666666,9.11111111111111,4.666666666666667,4.333333333333333,C2,C2,C2,no_discretization,0.0,0.0641590585231111,0.0164127429619233,0.0354435707573749,0.0107754085591718,2.5055493963954847,12.56980508997654,8.685876147196923,8.381527307120106,0.1126288602238471,0.0033356617238077,0.0016710103521147,0.0047657211682873,0.1607997915626212,0.1067300220357157,0.0118062904690223,0.0440486251795546,0.0475035465920083,0.4105528900887523,0.280932370648617,2.5,2.803767306876787,5.873670062235365,3.3166247903554,0.1344678158851761
cleveland,exact_M-of-N,0.1960285327492444,0.3094008714596949,0.9061842328743251,0.5640382317801672,0.9323541382364912,86.0,212.77777777777777,0.7881382184242353,1.4877629271514778,2.473641671568793,0.5564423305441177,0.9886699037592837,0.0487440557254922,5.399839162826538,1.2729101381111112,0.141817431111111,0.8774343093277548,0.2840897871097017,4.194137697814168,4.112783751493429,31.22222222222222,9.88888888888889,12.88888888888889,4.777777777777778,C2,C2,C2,no_discretization,5.809475019311125,0.1289632396908965,0.0209397535904803,0.0611938287553616,0.0130042417862243,1.7320508075688772,12.988242546412671,6.918172526839086,6.97814047181944,0.1317445584061182,0.0064061660002486,0.0079380344857308,0.005717147425281,2.239464928298531,0.2319328764916673,0.0415273468084248,0.0465161425772851,0.0470020596202768,0.5205221196663403,0.3410358950125758,18.19187852983975,3.2956199888808646,15.308857276462902,3.833333333333333,0.1384214069490705
cleveland,plain,0.0,0.2898202614379084,0.9069834359615464,0.5531660692951016,0.9282856304915128,89.77777777777777,383.0,3.786724077570935,0.0,4.266822360473531,0.5845468959964388,0.990525455867548,0.0781193096555254,0.1318032415555555,0.3364950004444444,0.0307158497777777,0.9665884289150642,0.6923052989411888,7.018092065886183,6.99557945041816,22.88888888888889,10.555555555555555,6.777777777777778,5.222222222222222,C2,C2,C2,no_discretization,0.0,0.0698651778067807,0.0151321482317508,0.0592767502706368,0.009670318493312,2.488864087178013,13.171939872319482,5.939509893735154,11.5,0.1192261628446921,0.0031395113086513,0.0024894016273507,0.0034243312600398,0.036839707715614,0.0433536198849881,0.0053088949933191,0.0111577520151155,0.0913735726002979,0.4594347125128846,0.7413209322589545,1.964971020425266,3.395258131243894,6.180165405913052,2.10818510677892,0.1963934430984918
cylinder-bands,at_least_M-of-N,0.1315878623959519,0.7865694550696304,0.9844898642945245,0.7942386831275721,0.9853680841335164,127.77777777777776,307.77777777777777,0.8320285291420279,1.466554091914858,2.410783741304188,0.5361834953455845,0.9992090949705628,0.0361528264970911,7.1745787726508246,2.013032972888889,0.0603954916666666,0.7870584606401382,0.4855888467981151,4.614540466392318,4.47119341563786,5.555555555555555,18.77777777777778,2.4444444444444446,7.555555555555555,C2,C2,C2,no_discretization,4.512328790226961,0.0740008774246798,0.0071866227987666,0.0749053154290839,0.0075912015161792,3.3082388735465345,19.67090349842743,15.198684153570664,10.173494974687902,0.1765641916107251,0.0033359468475529,0.0009089457560357,0.003930068725883,2.53017293590377,0.7626228705683289,0.0054503516186357,0.0205249762148855,0.0354979505372747,0.4645503194184579,0.7962484433894114,7.2476049683863,2.728450923957483,3.876567783204336,2.1278575558006176,0.0757324120596481
cylinder-bands,complex,0.0,0.7496064254041112,0.9897058436603784,0.7695473251028807,0.9913122999542752,132.55555555555554,234.44444444444449,0.4093714232805301,1.362751489823152,1.7685423672166516,0.5227065945094186,0.9995697068817552,0.0237912865906785,2.319315017,3.132601787222222,0.0230737868888888,0.7521069940991768,0.3910945863527851,3.1524919981710107,3.004115226337449,3.2222222222222223,14.11111111111111,0.6666666666666666,7.666666666666667,C2,C2,C2,no_discretization,0.0,0.0951934724119489,0.0029358781333056,0.0818337875528571,0.0024729432616351,4.096068575814836,8.383184226639528,4.769696007084728,4.576510072581994,0.0244842245462597,0.0014089585320285,0.0003321584463708,0.0013362241770728,0.1562816579243987,0.1734468869436842,0.0013005411803245,0.0369729072819696,0.034735186333265,0.1821552667582599,0.2011152414524063,3.5629263877386586,3.140240613569462,1.0,3.3541019662496847,0.0468544574227678
cylinder-bands,exact_M-of-N,0.4285820942757045,0.7560616685792001,0.98269587684253,0.7695473251028806,0.9842249657064472,127.22222222222224,314.3333333333333,0.7913338074120836,1.243517963129132,2.471669519007773,0.542625409263583,0.9991720505156574,0.0418581656171566,7.4558464950985375,1.820750758333333,0.0594694666666666,0.7867165463045791,0.5290594238187604,5.325102880658436,5.162551440329219,5.111111111111111,18.666666666666668,2.7777777777777777,8.88888888888889,C2,C2,C2,no_discretization,8.139410298049853,0.0596928929644534,0.0051690815733347,0.0579063674052275,0.004364856673991,3.4560735588879536,15.763882770434446,13.37701179054741,9.248122932670055,0.1256816984278082,0.003040766546315,0.0003769708663975,0.0028147813424137,2.887329678992262,0.4099079912901284,0.0079226452443345,0.0249108400066246,0.0359751827272393,0.3845783047559363,0.9737544265778656,3.2956199888808646,3.3166247903554,2.386303510546059,2.976761849915292,0.0878864951595662
cylinder-bands,plain,0.0,0.7803840473458284,0.9905947789913584,0.7962962962962963,0.9919981710105168,135.66666666666666,366.3333333333333,2.600866684947799,0.0,2.701155691269856,0.5299403748221325,0.9999271362477165,0.0311209308262261,0.2591718498888889,0.3980783088888888,0.0361831076666666,0.8624464887736848,0.6005648481773389,4.221764974851394,4.244855967078189,0.4444444444444444,15.77777777777778,0.2222222222222222,7.333333333333333,C2,C2,C2,no_discretization,0.0,0.050162831959163,0.0017877421741131,0.0481125224324687,0.0016085102057008,2.0615528128088303,6.819090848492928,5.002777006601211,7.533259586659682,0.0802842492186551,0.0017753147452796,0.000107677405963,0.001904312805613,0.0371410939065179,0.0558408379558131,0.0157704992285746,0.0156366290863885,0.0499756233358031,0.2603364066794599,0.3666219784049165,0.7264831572567789,2.9486343354923554,0.4409585518440984,1.8708286933869709,0.0603352993555091
echocardiogram,at_least_M-of-N,0.3886247086247086,0.8296296296296295,0.9592847527099692,0.8650793650793651,0.9679607899946884,12.11111111111111,29.666666666666668,1.4361013986013986,0.5843259518259518,2.426724510057843,0.7711218253175381,0.96614080974869,0.370525267523855,0.1876351833343505,0.0617914981111111,0.0019719419999999,0.9907407407407408,0.9907407407407408,4.547732869766768,4.547619047619048,17.666666666666668,2.888888888888889,2.333333333333333,0.7777777777777778,C2,C2,C2,no_discretization,3.8078865529319534,0.0799546553590236,0.0115441655606225,0.0723269325786745,0.0101678379334056,2.260776661041756,7.582875444051551,3.0,3.1622776601683795,0.2343615338566803,0.0237764834805423,0.0251439334402407,0.0412561645205927,0.0656890408868083,0.0186465128139887,0.0012403256149273,0.0277777777777777,0.0277777777777777,1.2477142016084215,1.303692284720573,19.313207915827967,1.90029237516523,2.958039891549808,0.8333333333333334,0.6528838357267066
echocardiogram,complex,0.0,0.8234567901234567,0.9543348356556218,0.8571428571428572,0.9632526920662512,14.666666666666666,36.44444444444444,1.7940745692216282,0.6358602835073424,2.4613032755189623,0.7572730892860888,0.9777814691192472,0.3322864653296967,0.2599505722222222,0.3318264261111111,0.0024547018888888,0.9860566448801744,0.979520697167756,4.905966809921612,4.675213675213675,6.888888888888889,2.2222222222222223,1.5555555555555556,0.5555555555555556,C2,C2,C2,no_discretization,0.0,0.0817572144369098,0.0092620137444835,0.0849429935919797,0.0084385932811569,2.39791576165636,8.353309390761112,1.2692955176439846,7.769241347204443,0.2665862736443681,0.0210044036536548,0.0054925427604152,0.0270617018056966,0.0638389879019169,0.0750906457456111,0.0007524935342121,0.0277373793123176,0.0425891099546272,1.07172535469474,0.888601202623767,1.3642254619787415,1.092906420717,1.5898986690282428,0.7264831572567789,0.5871466416882415
echocardiogram,exact_M-of-N,0.2640707903207903,0.8435185185185184,0.9635777121994642,0.8736263736263736,0.9717353163680847,12.22222222222222,30.0,1.5809299034299031,0.5643270618270618,2.4362900987900984,0.776368062035717,0.9717541835029688,0.3592056510135605,0.2065954473283555,0.0561661088888888,0.0032357032222222,0.9914529914529916,0.9914529914529916,4.406055338258728,4.203296703296704,10.11111111111111,1.8888888888888888,2.2222222222222223,0.5555555555555556,C2,C2,C2,no_discretization,1.1666666666666663,0.0751028101921987,0.0127728861865085,0.0743282926289488,0.0119678734871202,2.223610677354389,6.98212002188447,3.278719262151,3.8873012632302006,0.2042163939176136,0.0203268976233098,0.0146400092621084,0.0148183199373803,0.0802108930443473,0.0187920074478123,0.0016423071403391,0.0256410256410255,0.0256410256410255,0.9071127180230724,1.0876761871000682,6.153138313991578,0.927960727138337,2.9059326290271152,0.881917103688197,0.6482971742487675
echocardiogram,plain,0.0,0.8574074074074073,0.96000744280641,0.8815628815628815,0.96985207719671,14.11111111111111,42.22222222222222,2.7909041203894143,0.0,2.986253942136295,0.7648772666651293,0.98539159526836,0.3271056808952736,0.0473467122222222,0.0800571668888888,0.0051858934444444,1.0,1.0,4.63100584287025,4.2997557997558005,4.666666666666667,1.6666666666666667,1.4444444444444444,0.4444444444444444,C2,C2,C2,no_discretization,0.0,0.07775297223488,0.0099527499132173,0.0551583162870901,0.0074420222509279,1.964971020425266,7.172478263783338,1.2360330811826103,7.612124831112824,0.1776926197942074,0.0123628051545846,0.0046965265675202,0.0194156696779754,0.0209565158645714,0.0400577279671275,0.0012535687577772,0.0,0.0,0.7873207165817886,0.7741849448019079,1.9364916731037085,1.3228756555322951,1.740051084818425,0.5270462766947299,0.588940027765555
ecoli,at_least_M-of-N,0.1077389000157684,0.7207067271352986,0.9022976952170558,0.8421469597940185,0.9536970253316722,49.66666666666666,157.22222222222223,1.776349361545385,1.2796998855541226,3.171504649834583,0.7628084229751887,0.9763427020499976,0.1280895791576884,5.453261772791545,3.513625027888889,0.0662508908888888,1.0,1.0,6.3379134822974565,6.203901762725292,31.22222222222222,7.333333333333333,21.33333333333333,5.222222222222222,C2,C2,C2,no_discretization,3.0,0.170642472674729,0.0372987918607096,0.0541282342872132,0.0118058485255126,4.444097208657795,12.978614889287858,9.947082207584517,4.69041575982343,0.1790426166486877,0.0115632487412986,0.0066580534458784,0.008292638846662,1.1333693039788004,0.3368655557081807,0.0162356828722323,0.0,0.0,0.3963570948986187,0.5131315633997874,8.700255424092125,4.301162633521314,6.652067347825035,3.3082388735465345,0.576125713637174
ecoli,complex,0.0,0.7428155706727136,0.8737802541466075,0.8585858585858586,0.9371625904312286,49.66666666666666,147.66666666666666,1.4382629056504412,1.4812883690363867,2.9824261987570524,0.7476129335812689,0.9627635513809372,0.1321420030597608,0.2926642388888889,1.0537173546666665,0.0297150946666666,1.0,1.0,6.533343290178908,6.584670231729056,40.77777777777778,9.0,33.77777777777778,6.888888888888889,C2,C2,C2,no_discretization,0.0,0.1447190415307774,0.0323387323995075,0.0473399646313302,0.0082087108023348,4.949747468305833,11.0227038425243,6.11918658356194,7.384292638958573,0.1580191653422076,0.0126997014067738,0.0056742349281907,0.0087971689368916,0.09873267577969,0.411323362661418,0.0304300651031151,0.0,0.0,0.4221126327059124,0.5598600680598976,4.841946348777984,3.0,5.783117190965824,2.5221243250702594,0.5784027091700666
ecoli,exact_M-of-N,0.2180337406051051,0.7244104308390023,0.877140604102048,0.8421469597940185,0.9397355850375324,47.888888888888886,135.11111111111111,1.5260829159505485,1.0556201128182772,2.825104346923415,0.7549623575126122,0.9635636445798592,0.1327447401877814,5.697672102186415,2.8288129304444447,0.0844462164444444,1.0,1.0,6.331380820201226,6.279263220439692,49.333333333333336,8.222222222222221,33.666666666666664,5.888888888888889,C2,C2,C2,no_discretization,2.7436796055257213,0.1728736276598186,0.0354665827696369,0.0614948145338904,0.0107716097338105,3.48010216963685,7.704616220884147,7.644896627453144,2.9907264074877267,0.0835951879756055,0.013525812643202,0.0088988338343394,0.0102445848667499,1.3218805822501072,0.5840291382128999,0.0388860598526262,0.0,0.0,0.3011995639565896,0.3973155670568258,9.137833441248532,3.993049516903646,9.526279441628825,3.333333333333333,0.5867011080195254
ecoli,plain,0.0,0.7438359788359789,0.8749149639249868,0.8519508813626461,0.9367873873480064,48.22222222222222,184.88888888888889,3.311837823432261,0.0,3.83589782471084,0.7677740921968311,0.9555857939087594,0.1471525252910893,0.0883385011111111,0.4070891014444444,0.0393837587777777,1.0,1.0,7.087367677165067,7.12774806892454,47.22222222222222,9.22222222222222,36.77777777777778,7.111111111111111,C2,C2,C2,no_discretization,0.0,0.1555218491186789,0.0335653462890545,0.0521741514611688,0.0062963314608047,3.6666666666666665,13.467037948677174,3.4075080500434787,11.736694594305504,0.1023697896764655,0.0127716122239065,0.0049199525574311,0.0085121276817705,0.0408850866988257,0.1593805827744025,0.017233576751469,0.0,0.0,0.5607326334242482,0.7675848705318044,6.666666666666667,2.223610677354389,4.1466184348749096,2.0275875100994063,0.6343822192310031
flag,at_least_M-of-N,0.2055411255411255,0.5138888888888888,0.94344449671123,0.6461988304093568,0.9554314906039044,44.66666666666666,176.77777777777777,2.3001952203806426,1.43972668777656,3.9560700374425855,0.598401703277918,0.9863798257873798,0.0795539383896759,1.1620427237616644,0.5784159307777776,0.0272337849999999,0.9259680288452669,0.6010752390547787,3.540091224229155,3.3134502923976603,17.0,6.444444444444445,6.777777777777778,3.111111111111111,C2,C2,C2,no_discretization,4.206476488041321,0.0776039724705499,0.0102899861835965,0.0624703684759361,0.0063495743811194,3.2015621187164247,18.565948519923364,20.68480386929281,14.903392604072105,0.2757449379446305,0.0160544667720471,0.0049414413022034,0.0110136573940361,0.3503256611524957,0.1781463893574625,0.0124743403626567,0.0462703381042532,0.102248640427988,0.4519205279980195,0.4276891549184307,7.582875444051551,3.5039660069381067,6.418289837989902,2.0275875100994063,0.2323823980411449
flag,complex,0.0,0.5839506172839505,0.9385998433161852,0.697953216374269,0.9503521255245394,40.11111111111112,133.0,1.1692546959811936,2.1445644443474845,3.3142348759896603,0.661408955863749,0.9881757307685612,0.1191183481646482,0.5156897078888889,1.0571972505555556,0.0345471482222221,0.9914492427650324,0.8073824700209151,4.7727713920817365,4.679824561403509,12.444444444444445,5.222222222222222,6.555555555555555,2.555555555555556,C2,C2,C2,no_discretization,0.0,0.1271252797939442,0.0196436103907507,0.0805621886232297,0.0127992558399368,1.6158932858054431,9.836157786453,5.454356057317857,9.21200907029032,0.1782771337254831,0.0053054657947936,0.0035287334393705,0.0059868867802001,0.144503097153624,0.2830719699190037,0.0121645386181204,0.01283035428157,0.06731069603576,0.1938022535588762,0.3584844213245674,4.245913067618999,2.10818510677892,3.2446537223219645,1.130388330520878,0.3554450792776358
flag,exact_M-of-N,0.5550952045594902,0.5299382716049382,0.9254609531422182,0.6634502923976607,0.9446232439335888,42.333333333333336,157.55555555555554,2.0246585005513578,1.1765506876221163,3.6983629055057614,0.5972312079279251,0.981634266190575,0.0842444938302315,1.0961158010694716,0.376119967111111,0.0226753456666666,0.9669367038414658,0.6589547631214299,3.5533625250866634,3.3368421052631576,22.0,6.777777777777778,8.222222222222221,2.888888888888889,C2,C2,C2,no_discretization,5.840471822645077,0.1040534364011402,0.0188807316217975,0.0781699047617736,0.0114435048822656,4.9749371855331,30.294847380004704,21.909536229180613,16.62077013859466,0.3805252513873144,0.0154298099428078,0.0078675225344283,0.0118834543042779,0.3749660174966773,0.0985057557312614,0.0067883451767871,0.0270947015857887,0.0900926781092699,0.5869688576961326,0.5597180359595297,16.703293088490067,2.6352313834736494,7.102425250887506,1.9002923751652296,0.2450786112146527
flag,plain,0.0,0.5851851851851851,0.978053385958484,0.7084795321637427,0.9866301769750044,45.55555555555556,136.11111111111111,2.8683897993522374,0.0,2.990481391596352,0.572553938035016,0.9953200318550238,0.0424057601297604,0.0876933175555555,0.2352644836666666,0.0146190324444444,0.8885141493764898,0.4811074010255252,1.9262689290275488,2.011403508771929,1.3333333333333333,4.555555555555555,1.2222222222222223,2.888888888888889,C2,C2,C2,no_discretization,0.0,0.1271345525199363,0.0116834976124541,0.0997727488637065,0.0070210331940224,2.603416558635552,6.603870918719649,4.47213595499958,4.824704942043376,0.1012543351589543,0.005095439736933,0.0041750777984098,0.0031164405008547,0.034107047419392,0.11739483284846,0.0054558850024844,0.0662487230190091,0.0665597032429032,0.0901763535089812,0.3340550819609448,1.2247448713915892,1.8782379449307745,0.9718253158075502,1.2692955176439846,0.1522414523811593
glass,at_least_M-of-N,0.117301325217105,0.5793209876543208,0.9561378024785008,0.6635401635401635,0.9694096622529264,48.66666666666666,114.66666666666669,0.6084208157206762,1.6450039722950542,2.355180314939557,0.608464718470371,0.9894751740368788,0.0527039410159218,0.5964137448204888,0.4773307863333333,0.0434723885555555,0.9627947793706167,0.7103537124240864,2.5650367012089808,2.708994708994709,18.444444444444443,9.0,8.444444444444445,5.777777777777778,C2,C2,C2,no_discretization,3.270236145058097,0.1390424596617856,0.0208291291956161,0.0572582536191241,0.0150254896213231,2.29128784747792,15.206906325745548,11.20391796550554,7.54983443527075,0.2787051489436928,0.0110641398678438,0.0082828236687133,0.0034719526176866,0.1396651757578584,0.2131357268637195,0.0109823066185245,0.0393434900707695,0.1199472384107263,0.21016000851113,0.4127934771286079,18.507505984809995,3.122498999199199,9.670976050936003,2.9486343354923554,0.2387411475405556
glass,complex,0.0,0.6181437389770722,0.9746671747749232,0.6938431938431939,0.981526458453272,50.66666666666666,84.77777777777777,0.4616584349207676,1.1975849450682083,1.6743532919280313,0.6088491568027513,0.9971070268588216,0.0470482448845964,0.7356033154444445,2.005861059222222,0.0093194206666666,0.943388081625442,0.6460163240926932,2.378337291306851,2.605098605098606,4.111111111111111,6.555555555555555,3.4444444444444446,4.111111111111111,C2,C2,C2,no_discretization,0.0,0.1243019178482183,0.017154282327036,0.0772056342829911,0.0122288292150786,1.9364916731037085,3.1534813214040835,2.571208103423585,3.278719262151,0.0617097634505144,0.0102066107134379,0.0017123162602526,0.003905530968724,0.105666350028633,0.4443516274922636,0.0020061983905755,0.0492860143690027,0.1221494980258179,0.1297962152588416,0.2990894630923364,4.935697631653616,1.9436506316151,3.678012748452318,2.1473497877875207,0.2229254831150391
glass,exact_M-of-N,0.2434189508509267,0.542989417989418,0.9243900584687504,0.6423761423761424,0.9428552581078488,48.11111111111112,106.22222222222224,0.5137401146777724,1.436620366183175,2.2075585416953643,0.6032922863465272,0.9788593080677342,0.0587047896760326,0.5198034975263808,0.4832215346666666,0.047961098111111,0.960977471915206,0.7217554450087158,2.824580814622913,3.025012025012025,30.33333333333333,9.22222222222222,19.0,6.111111111111111,C2,C2,C2,no_discretization,4.371625682868,0.1379904686610457,0.0295886819878996,0.0818211721104428,0.0238739736328254,1.7638342073763935,12.377174331988885,6.704061787039588,9.089065469623987,0.2412768451509266,0.0154481260876171,0.0115788021810859,0.009554247279765,0.1567943680440904,0.3958826140933444,0.00862545905459,0.0352718235870023,0.1182012919443068,0.4760575006879881,0.6692391748483019,24.13503677229434,4.352521619066865,24.64244306070321,4.594682917363407,0.249133380207087
glass,plain,0.0,0.6129409171075837,0.9661345090213378,0.6991341991341992,0.9746000047975436,46.888888888888886,169.66666666666666,2.948357487922705,0.0,3.61784755770263,0.6526831274480541,0.9937016462210274,0.0718033488230837,0.0908670434444444,0.3075459682222222,0.018497822111111,0.9716116478797638,0.8322396672034353,3.3696687296104395,3.406204906204906,7.333333333333333,5.666666666666667,3.888888888888889,3.555555555555556,C2,C2,C2,no_discretization,0.0,0.1509442379940654,0.0171357176296165,0.0729536776898386,0.0125922774215604,1.3642254619787415,12.519984025548917,4.585605497399201,8.889756902063057,0.2328204224667706,0.0042834594602603,0.0029865363411766,0.0062272737591054,0.0408582221246233,0.1139933868694207,0.0042447489165156,0.0104392409441671,0.0683104978465948,0.3411245150211809,0.8132056524760621,3.24037034920393,2.345207879911715,3.0595932917809696,2.1278575558006176,0.3181061372764538
hayes-roth,at_least_M-of-N,0.626507038712921,0.7160493827160495,0.8519174569094053,0.7148962148962148,0.8531231701720237,14.88888888888889,29.22222222222222,1.112364343173167,0.1785198951375422,1.9424005642142896,0.5250766933198959,0.8341253962685169,0.2212021840944596,0.1124863094753688,0.0908137678888888,0.0031902533333332,1.0,1.0,3.2609156657013085,3.247252747252748,63.22222222222222,7.444444444444445,42.44444444444444,4.333333333333333,C2,C2,C2,no_discretization,2.048034287907418,0.1499085226321383,0.0226619341761539,0.1296297094962469,0.019848537529102,2.0275875100994063,7.120003121097943,5.134307266916455,1.964971020425266,0.2843997559321096,0.0164209345777977,0.0198768815254163,0.0241772432765495,0.0498999962855206,0.0109691066251968,0.0018408375081519,0.0,0.0,0.2975025419041017,0.3572696309232718,10.158466638447184,2.006932429798716,8.790777996160395,1.0,0.4676756458601443
hayes-roth,complex,0.0,0.825925925925926,0.9104669887278584,0.8095238095238095,0.8962002880248144,18.11111111111111,53.11111111111112,0.9106518747850016,2.021924664602683,2.931257883270267,0.5986213836002672,0.9448048250794144,0.1291565924479361,0.0721250831111111,0.1358892545555555,0.0138334247777777,1.0,1.0,2.337724920476665,2.2362637362637363,25.77777777777778,3.7777777777777777,9.666666666666666,1.6666666666666667,C2,C2,C2,no_discretization,0.0,0.1077262190536962,0.0134120216891432,0.1235958448263955,0.0155104782357474,0.927960727138337,3.4801021696368504,1.5898986690282426,2.7436796055257213,0.0794388358118242,0.0112599095216514,0.0085079550446528,0.0032877834761972,0.0309269981626329,0.0606218674613403,0.0173914981669697,0.0,0.0,0.1003555404693359,0.2770778391895158,3.5276684147527875,1.7873008824606014,7.566372975210778,1.3228756555322951,0.3303403453931789
hayes-roth,exact_M-of-N,0.6965151515151515,0.7407407407407408,0.7765730303572494,0.7472527472527473,0.7877003908908197,10.11111111111111,12.444444444444445,0.4940404040404041,0.0,1.2117283950617284,0.4590251006405455,0.7596454357655321,0.3081671052259287,0.0784456464979383,0.0808291685555555,0.0044444678888888,1.0,1.0,3.094328126730918,3.0787545787545785,63.66666666666666,7.444444444444445,41.44444444444444,3.7777777777777777,C2,C2,C2,no_discretization,1.1666666666666667,0.1126285274039627,0.0419232220449042,0.1030494468874233,0.0254440788733123,1.1666666666666667,3.5039660069381062,2.39791576165636,0.0,0.2046470283057617,0.0189370057998482,0.0190356878320311,0.0286863197225599,0.0137520250513363,0.0130873972736738,0.0051855682411923,0.0,0.0,0.2497582791016906,0.1851085772299232,6.819090848492928,1.7400510848184252,8.472176684759223,0.8333333333333334,0.5815617934579287
