dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,variant,model_type,M-of-N count (std),BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),avg rule quality (std),avg rule precision (std),avg rule coverage (std),training time total (s) (std),training time growing (s) (std),training time pruning (s) (std),rules_per_example (train)  (std),rules_per_example (test)  (std),voting_conflicts (train)  (std),voting_conflicts (test)  (std),negative_voting_conflicts (train)  (std),negative_voting_conflicts (test)  (std)
autos,6.333333333333333,0.7425308641975309,0.9860927099521004,0.7616402116402117,0.9855398877138006,43.888888888888886,85.66666666666667,1.9540088116891283,0.6296393965931364,0.996558970681466,0.0524733642032855,0.839830133650038,0.2522466045555556,0.0228055462222221,2.2957305131218173,2.125132275132275,4.444444444444445,3.2222222222222223,3.6666666666666665,2.555555555555556,C2,C2,C2,no_discretization,exact_M-of-N,1.6583123951777,0.0716786675915443,0.0067193189996235,0.1014872709395685,0.006658341307526,2.571208103423585,6.041522986797286,0.1198521633694016,0.0122629246391171,0.0059059427826167,0.0061135146931667,0.129416747053593,0.0961909793516752,0.0100872368131066,0.2333153478669164,0.1715860351185953,8.110350040397627,1.092906420717,7.399324293474371,1.2360330811826103
autos,0.0,0.7556613756613756,0.9532853056732056,0.7621693121693122,0.9626452539496017,52.55555555555556,138.33333333333334,2.6317334719011867,0.6191680696351146,0.99235143375505,0.0542559077100139,0.0868123856666666,0.2959131516666666,0.0137945015555555,2.849689907298603,2.644708994708995,9.77777777777778,4.777777777777778,8.777777777777779,4.555555555555555,C2,C2,C2,no_discretization,plain,0.0,0.0792777694352672,0.0418306225821008,0.0859408748106214,0.0096013930974762,1.2360330811826103,9.526279441628825,0.161754423262892,0.0076828760089701,0.0043566277855126,0.0053155236586812,0.0217054592293012,0.0698518795396005,0.0030629538508937,0.2671047041041287,0.4359025383359102,6.476453075908482,1.563471919941143,5.97448277631164,1.5898986690282426
balance-scale,17.22222222222222,0.935285531837256,0.9612362612362612,0.9698469590942708,0.97925731145708,33.44444444444444,84.0,2.502325940276604,0.6434793530477246,0.9481757714752792,0.1659029384894644,1689345108.8091445,0.1638859131111111,0.0112319999999999,5.554179334989434,5.34294817090516,174.66666666666666,21.88888888888889,152.66666666666666,18.88888888888889,C2,C2,C2,no_discretization,at_least_M-of-N,5.540256712864887,0.0598596603206541,0.0069069385830701,0.0217187233316265,0.003770794126242,3.711842908553349,13.038404810405298,0.1238371774547286,0.0117596884873238,0.0135547089254535,0.0057932077728583,6.542976225206533,0.0307864531087908,0.001114076389347,0.7078204137041512,0.9382111058397832,85.4619798506915,8.417904199449595,69.7137002317335,6.827233049421348
balance-scale,0.0,0.8975551906586391,0.935760035760036,0.9431643625192012,0.968193818490589,29.77777777777778,80.77777777777777,2.7159295980972846,0.6336248368990246,0.9279623813313432,0.1725446838974064,0.0531510456666666,0.1179779313333332,0.0087407265555555,5.138062770266332,4.940092165898618,90.0,12.444444444444445,77.0,10.22222222222222,C2,C2,C2,no_discretization,complex,0.0,0.0514901852205906,0.0107421467371432,0.0400330145210648,0.0046582199260698,1.7873008824606014,3.865804501581067,0.0985917426559141,0.0097384581667302,0.0118006231240197,0.0029781606314059,0.0044438634413162,0.006257130114537,0.0005398369438233,0.3225543826775786,0.5750587360295192,15.173990905493518,4.901813723284247,4.47213595499958,3.6666666666666665
balance-scale,1.7777777777777777,0.9674694398832328,0.9622361622361624,0.9804289696762816,0.9806398530158508,19.77777777777778,50.888888888888886,2.570189362294625,0.6751961693835847,0.9191866991527026,0.2060228503831442,0.8628154595692953,0.1361443197777777,0.0074490368888888,4.074063422030907,3.9980087614496216,118.33333333333331,15.77777777777778,105.44444444444444,13.666666666666666,C2,C2,C2,no_discretization,exact_M-of-N,0.4409585518440984,0.0505499957224477,0.003893620078961,0.0192558155264571,0.0018769031251669,0.8333333333333333,4.567396535348241,0.1525292832210317,0.0109720218572262,0.012490926742588,0.0065081857785996,0.0810393238919255,0.0321818172497376,0.0019849058967342,0.1981693688809746,0.4194667875193415,25.985572920372565,5.494947173944845,27.427682690628057,4.031128874149275
balance-scale,0.0,0.6062306148513046,0.7462415962415963,0.8364624224839279,0.9158426550416588,81.44444444444444,307.8888888888889,3.782823155041045,0.4835297835985456,0.8415140289237693,0.0782430051268135,0.0687552443333333,0.141069392,0.0378831606666666,6.349642196699459,5.9523809523809526,171.44444444444446,21.22222222222222,163.88888888888889,20.444444444444443,C2,C2,C2,no_discretization,plain,0.0,0.0173786196937028,0.0248098402964577,0.024679958862679,0.0084416363466686,5.74697988318889,18.811196429549906,0.0561635064608486,0.0065720199623558,0.0151797060964727,0.0053891922024836,0.0035870848930941,0.0069678363766618,0.0028678561114354,0.2553657714038679,0.6582783059793772,49.57345840041602,6.495725089968359,62.176049336630506,6.912147117775907
bupa-liver-disorders,11.0,0.6862433862433862,0.9895224839245196,0.7009337068160597,0.9896195645910404,92.0,225.77777777777777,2.4532824862552416,0.5345045886623194,0.9973747134624978,0.0379137390572266,1689345137.4239562,1.5537065254444444,0.0221928864444444,3.4836450806163493,3.463958916900093,8.88888888888889,11.444444444444445,6.111111111111111,7.111111111111111,C2,C2,C2,no_discretization,at_least_M-of-N,4.242640687119285,0.1014808702761164,0.0055417951986664,0.0949137664254557,0.0059845434956779,2.6457513110645907,16.52103036872835,0.1492404999643576,0.0039866963598762,0.0020458447589673,0.0044864790329118,44.26170332099081,0.6019896191994445,0.0026400688851655,0.3846225708513909,0.3517392611167645,9.006170724070865,3.4681086744474685,8.978369067437086,3.5862391318916687
bupa-liver-disorders,0.0,0.6722222222222223,0.9916895021856854,0.6815126050420168,0.9921273726791824,58.11111111111112,137.22222222222223,2.3617547330844126,0.5462121957045213,0.9976983894321624,0.0491544716315341,1.0363156018888888,1.886670025111111,0.0118841744444444,2.853602092913368,2.902894491129785,6.0,12.22222222222222,1.5555555555555556,5.888888888888889,C2,C2,C2,no_discretization,complex,0.0,0.0879362303731795,0.0032460704587332,0.0806952435772593,0.0032599570515839,2.147349787787521,7.049428660852199,0.0954805352936599,0.003270285793704,0.0026541918361993,0.0036211707065302,0.2202281657027185,0.3785162985948118,0.0014567429695255,0.1928250351207016,0.3773659238028144,11.423659658795865,2.6822461565718467,1.9436506316151003,2.3687784005919825
bupa-liver-disorders,21.0,0.7022486772486771,0.9767960316942506,0.7168067226890756,0.97744931945741,90.22222222222224,215.66666666666663,2.390457614364275,0.5305180032293066,0.9912883142546804,0.0427108918836618,7.389928897221883,1.2273169515555555,0.0267575697777777,3.85143426799894,3.747712418300653,30.0,13.666666666666666,17.77777777777778,7.888888888888889,C2,C2,C2,no_discretization,exact_M-of-N,10.111874208078342,0.0927453624445776,0.0147527030948934,0.0841637647570031,0.0129045758992561,2.5873624493766707,11.947803145348516,0.1164302848944525,0.0037160137464404,0.003658582666788,0.0047664411742805,2.187499991008619,0.5471777146651242,0.0052314822177478,0.4315259029072373,0.4615734645346501,13.35102992281869,3.3166247903554003,10.146154170149616,3.620926830400072
bupa-liver-disorders,0.0,0.688095238095238,0.9917574650399078,0.704201680672269,0.9924800331915776,102.55555555555556,340.1111111111111,3.3161780684437807,0.5364110332239966,0.9977738960048488,0.0391735383239278,0.1030379101111111,0.1691869,0.0239210749999999,4.015874332999113,4.120074696545284,4.888888888888889,11.22222222222222,2.0,6.333333333333333,C2,C2,C2,no_discretization,plain,0.0,0.062768696792686,0.0034556667750438,0.0547203378389434,0.0039550323432388,3.2829526005987013,12.936812246883353,0.0594213302013128,0.0021619828349371,0.0008445265039244,0.001805804046843,0.0352373020905229,0.0588247435344313,0.0079074880038776,0.1925027809728944,0.6173665178411073,3.370624736026114,3.961621441334904,2.8284271247461903,3.122498999199199
car,17.22222222222222,0.6733470100694982,0.7014719253895314,0.8425042195038162,0.8479597009949386,45.44444444444444,201.88888888888889,4.241057344590917,0.4907611647320165,0.8659267866359185,0.1393132185167363,1689841439.2130775,0.6854146388888888,0.1167541837777777,5.788191706365936,5.64031157114905,735.3333333333334,79.88888888888889,278.1111111111111,31.666666666666668,C2,C2,C2,no_discretization,at_least_M-of-N,6.666666666666667,0.1103864817503915,0.1002784595031701,0.0471533017006879,0.0502284256446688,12.75843947266976,103.40024715207944,0.8799396629153842,0.0165239110956865,0.0265013860695623,0.0571130539475892,146.72898910739664,0.4228639146738674,0.0958913490448127,1.8918369464335087,1.7553938350342384,193.14825911718697,20.76321533652992,57.700616210843975,5.567764362830022
car,0.0,0.6415036761926713,0.7125603968796266,0.8618056489074098,0.8812523936661183,50.888888888888886,255.0,4.986895195806059,0.5099232050784326,0.8681686451612026,0.0642162796949513,0.3343729964444444,0.4769717214444444,0.0659428696666666,3.234426819714349,3.2371958596585566,316.44444444444446,36.22222222222222,261.77777777777777,30.33333333333333,C2,C2,C2,no_discretization,complex,0.0,0.0914491461582256,0.0306283435314119,0.0192405762090915,0.0084113600823707,7.944250191875324,49.71418308692199,0.2172526535237882,0.0086628537105795,0.0080761397959546,0.0066853626441356,0.1242755378909468,0.1202259318044655,0.013554459587319,0.3634212483402627,0.4179087335804667,15.009256403225905,2.279132388529557,15.048071120394283,2.692582403567252
car,13.88888888888889,0.754055885634833,0.8021710631193941,0.8984481187734313,0.906045309975744,46.22222222222222,209.77777777777777,4.34596465828815,0.4959078076820121,0.8757801656845579,0.1086948979791582,6.139374415079753,0.7244233255555556,0.0757556048888888,4.572057042039436,4.5426431270630765,776.1111111111111,84.55555555555556,231.77777777777777,25.77777777777778,C2,C2,C2,no_discretization,exact_M-of-N,7.304869000270375,0.0873398106584121,0.0510098310800817,0.021120298514722,0.0216625658468024,14.228297313608698,106.59476743463745,0.7597119530526286,0.0200877741956608,0.033818389610189,0.0387471414764764,3.187181983240244,0.311805237801977,0.0163256162934761,1.0653076268211796,0.9442424945754788,255.9675001071642,27.14365078204805,25.242710719026284,4.737556801183965
car,0.0,0.6650709958126225,0.8388240187815678,0.8978170602380846,0.9506996622921702,135.22222222222223,599.7777777777778,4.4356698983481815,0.4381777703943176,0.8657126032635083,0.0141765462455218,1.0834365016666667,0.917461477777778,0.3339141577777778,1.918700674405384,1.8868276799450343,347.1111111111111,41.333333333333336,184.55555555555557,23.444444444444443,C2,C2,C2,no_discretization,plain,0.0,0.1173967282172009,0.0431897987197073,0.0212262430687139,0.0100581334430802,4.2654946306899095,19.305295761641272,0.0519069269286352,0.0048539195518776,0.0081896291340812,0.0011027216495425,0.7970597056384613,0.557089008179953,0.5924586981731087,0.1848726069146925,0.1594205726621823,116.66666666666669,13.294735800308333,58.32047477325419,7.2476049683863
cleveland,7.222222222222222,0.3380936819172113,0.965204389738952,0.5862604540023894,0.9775820584644114,85.88888888888889,249.33333333333331,2.903509977044896,0.5695304059089056,0.9988614124789672,0.0488642462731382,1689345291.1128318,1.6361792178888888,0.0917052375555555,4.197746833776246,4.230943847072879,4.777777777777778,9.88888888888889,1.2222222222222223,4.111111111111111,C2,C2,C2,no_discretization,at_least_M-of-N,2.862594006219612,0.0680059058272969,0.0139840270449944,0.0298509505928086,0.0078968704921202,3.48010216963685,14.637281168304447,0.1363991907368176,0.005948003340441,0.0011808124450875,0.0061135931232744,93.19331154525874,0.369862704112845,0.0189184057851665,0.5639090443442455,0.7174665771542148,2.6352313834736494,2.848001248439177,1.7159383568311668,1.7638342073763935
cleveland,0.0,0.2770969498910676,0.945138353581902,0.5679808841099163,0.9584350834350835,67.55555555555556,187.88888888888889,2.7822650504886703,0.5723190269304143,0.9946421112953836,0.0547232560159605,1.6885965822222222,4.210696154111112,0.011492422111111,3.7012826498120623,3.73321385902031,15.333333333333334,9.666666666666666,7.0,4.222222222222222,C2,C2,C2,no_discretization,complex,0.0,0.0667909146113197,0.0154301938310421,0.0448877332433615,0.0096972197709333,3.0046260628866577,7.801353158978967,0.0661873283780693,0.003375694615727,0.0021255243867288,0.0052271692833288,0.2460002167505658,0.5077349264311206,0.0025892101698153,0.4309789474271863,0.4359344690070781,6.082762530298219,3.427827300200522,6.06217782649107,2.8185890875479607
cleveland,18.666666666666668,0.2976416122004357,0.9322450847070662,0.5786140979689366,0.9527295961119492,85.33333333333333,220.66666666666663,2.586536392108415,0.5599932648335963,0.989579711380744,0.0495135292559858,15.672838078604803,1.1599099347777777,0.1124957569999999,4.223962448227154,4.1124253285543615,26.22222222222222,10.22222222222222,13.333333333333334,4.222222222222222,C2,C2,C2,no_discretization,exact_M-of-N,5.0990195135927845,0.0677758721550956,0.0133909202666863,0.0288497070575652,0.008081474914562,2.598076211353316,9.300537618869134,0.0941536908398378,0.0050438438678651,0.0034835098046564,0.0053950318267244,4.994590206751335,0.2749669617035839,0.0316980439657865,0.4693002590167512,0.4510557594788784,11.46492234794656,2.7738861628488727,8.760707733967616,2.8185890875479607
cleveland,0.0,0.2898202614379084,0.9069834359615464,0.5531660692951016,0.9282856304915128,89.77777777777777,383.0,4.2668223604735305,0.5845468959964388,0.990525455867548,0.0781193096555254,0.1122943094444444,0.3193141191111111,0.0270464823333333,7.018092065886183,6.99557945041816,22.88888888888889,10.555555555555555,6.777777777777778,5.222222222222222,C2,C2,C2,no_discretization,plain,0.0,0.0698651778067807,0.0151321482317508,0.0592767502706368,0.009670318493312,2.488864087178013,13.171939872319482,0.1192261628446921,0.0031395113086513,0.0024894016273507,0.0034243312600398,0.0301990050792446,0.1109975999555937,0.0140397085175441,0.4594347125128846,0.7413209322589543,1.964971020425266,3.395258131243894,6.180165405913052,2.10818510677892
cylinder-bands,19.666666666666668,0.7806255489679403,0.9879775986199208,0.794238683127572,0.9894833104709648,128.55555555555554,272.77777777777777,2.122511450400987,0.533488539509544,0.9997171174059544,0.0330964018790691,1689677968.296985,1.3072728275555554,0.0495578896666666,4.249199817101052,4.164609053497943,1.7777777777777777,17.11111111111111,0.8888888888888888,8.666666666666666,C2,C2,C2,no_discretization,at_least_M-of-N,3.24037034920393,0.1020119098972971,0.0040298308130872,0.0977474544574883,0.0037722908093278,5.198824653494074,14.385563751360058,0.0895918040269817,0.0039502557032022,0.0003281742636424,0.0033018355623326,238.26286856624688,0.4488445308272265,0.0063495137321103,0.3939730751654503,0.5819681588942587,2.386303510546059,3.018461712712472,1.615893285805443,2.7386127875258306
cylinder-bands,0.0,0.7599553565104056,0.9902478490804324,0.7818930041152262,0.9917695473251028,96.44444444444444,190.22222222222223,1.9727574083406356,0.5290984500534338,0.9991687622185256,0.0311051043920311,4.199811482111111,5.258242382777777,0.0192487295555555,2.996342021033379,2.958847736625515,3.333333333333333,16.444444444444443,1.1111111111111112,9.77777777777778,C2,C2,C2,no_discretization,complex,0.0,0.0848964835703315,0.0021174108160512,0.0721852812563364,0.0017819452752766,4.639803635691685,9.79512350327674,0.0582490246977165,0.0019402318045852,0.0005006181159617,0.0020317386560486,0.7898335002301443,0.8734777045316143,0.0012066560936447,0.1864945076322915,0.3211211735599507,1.8708286933869709,3.7453675090407055,1.9649710204252664,3.3458099833141217
cylinder-bands,55.66666666666666,0.7435387801578194,0.9879486659462524,0.7530864197530864,0.9890260631001372,129.11111111111111,291.8888888888889,2.2627943015809557,0.5397113078258485,0.9994973170282868,0.038725553258361,40.4380473030938,1.2293753131111111,0.0522964903333332,4.986739826246,4.820987654320987,2.6666666666666665,17.11111111111111,1.3333333333333333,7.444444444444445,C2,C2,C2,no_discretization,exact_M-of-N,9.17877987534291,0.1012246329560999,0.0030006666889623,0.0948791737588851,0.0034121654221763,6.450667493454542,13.914420976494537,0.0979672358170951,0.0048265128585074,0.0004404263326947,0.0043887816383013,16.20416348600208,0.258343390971497,0.0185019355300391,0.4760119312681369,0.9566656629523992,2.738612787525831,3.4075080500434787,1.8708286933869709,2.068278940998476
cylinder-bands,0.0,0.7803840473458286,0.9905947789913584,0.7962962962962963,0.9919981710105168,135.66666666666666,366.3333333333333,2.701155691269856,0.5299403748221326,0.9999271362477165,0.0311209308262261,0.2527323793333333,0.3859179869999999,0.0301803194444444,4.221764974851394,4.244855967078189,0.4444444444444444,15.77777777777778,0.2222222222222222,7.333333333333333,C2,C2,C2,no_discretization,plain,0.0,0.050162831959163,0.0017877421741131,0.0481125224324687,0.0016085102057008,2.0615528128088303,6.819090848492928,0.0802842492186551,0.0017753147452796,0.000107677405963,0.001904312805613,0.0582093323977706,0.0818802152224645,0.0026743564946382,0.2603364066794599,0.3666219784049165,0.7264831572567789,2.9486343354923554,0.4409585518440984,1.8708286933869709
echocardiogram,1.4444444444444444,0.8574074074074074,0.965705448504416,0.8815628815628815,0.9736185555394594,11.333333333333334,30.22222222222222,2.6433566433566438,0.7877714030112286,0.978400890801784,0.3467915916126839,1689345047.7818625,0.0684837576666666,0.0023352652222222,3.954013552883609,3.852258852258852,6.333333333333333,1.0,1.0,0.2222222222222222,C2,C2,C2,no_discretization,at_least_M-of-N,2.1278575558006176,0.0924837323032582,0.0091214191248471,0.0774662490203538,0.0065992698070605,1.118033988749895,6.851601597031488,0.3867373433071278,0.0228699735899195,0.0164353543211404,0.03351386337213,3.4319105342443788,0.0151293618144121,0.001829697061022,0.7093262413361572,0.8072457297063793,6.224949798994366,1.118033988749895,1.8027756377319943,0.4409585518440984
echocardiogram,0.0,0.8608024691358025,0.9635490157558778,0.8901098901098901,0.9717192203067908,10.77777777777778,26.666666666666668,2.4667789001122333,0.7576876754549621,0.975433818689432,0.315177707833075,0.3071099907777778,0.4252593844444444,0.0016602266666666,3.3986431020329326,3.2826617826617825,5.666666666666667,2.0,1.1111111111111112,0.4444444444444444,C2,C2,C2,no_discretization,complex,0.0,0.0980662219218736,0.0130453320926584,0.077314545491595,0.0084992347813357,1.0929064207170005,4.527692569068709,0.3001210068017782,0.0242988352573695,0.0098418055241083,0.0208523377378051,0.0928987623164353,0.1145049418401302,0.0002767949042246,0.4057026349296485,0.5380065856050306,1.7320508075688772,1.224744871391589,1.3642254619787415,0.5270462766947299
echocardiogram,4.111111111111111,0.8512345679012345,0.960719918914456,0.8736263736263736,0.96985207719671,12.444444444444445,33.44444444444444,2.650230633563967,0.7903239049097963,0.9771965297728769,0.3596130851780569,0.3040557437472873,0.0574328537777777,0.0020907129999999,4.500241440919407,4.261294261294261,6.555555555555555,0.7777777777777778,1.1111111111111112,0.2222222222222222,C2,C2,C2,no_discretization,exact_M-of-N,2.803767306876787,0.0919724603917256,0.0150489535839859,0.0836898143501528,0.0134560755940051,1.9436506316151,8.77654703045439,0.3500810682681458,0.0186899609187704,0.0141627129445971,0.0199209054860135,0.0449204612692778,0.0155957402418434,0.0011345277273507,0.8907641724306107,1.0282035622600827,4.034572812303401,0.9718253158075502,1.9649710204252664,0.4409585518440984
echocardiogram,0.0,0.8574074074074073,0.96000744280641,0.8815628815628815,0.96985207719671,14.11111111111111,42.22222222222222,2.9862539421362952,0.7648772666651293,0.98539159526836,0.3271056808952736,0.0399853918888888,0.0648496552222222,0.0047841849999999,4.631005842870249,4.2997557997558005,4.666666666666667,1.6666666666666667,1.4444444444444444,0.4444444444444444,C2,C2,C2,no_discretization,plain,0.0,0.07775297223488,0.0099527499132173,0.0551583162870901,0.0074420222509279,1.964971020425266,7.172478263783337,0.1776926197942074,0.0123628051545846,0.0046965265675202,0.0194156696779754,0.0027217947154498,0.0037958110367488,0.0006028411046531,0.7873207165817887,0.7741849448019079,1.9364916731037085,1.3228756555322954,1.740051084818425,0.5270462766947299
