BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.7248677248677249,1.0,0.806878306878307,1.0,21.11111111111111,41.22222222222222,3.905628571690209,0.17623303593652465,0.0,0.07682441295447662,0.0,1.0540925533894598,2.1081851067789197,0.13988085648609316,lymphography
