,Unnamed: 0.1,Unnamed: 0,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,variant,model_type,M-of-N count (std),BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),plain conditions count (std),complex conditions count (std),avg conditions per rule (std),avg rule quality (std),avg rule precision (std),avg rule coverage (std),training time total (s) (std),training time growing (s) (std),training time pruning (s) (std),pvalue significance fdr (std),pvalue significance fwer (std),rules_per_example (train)  (std),rules_per_example (test)  (std),voting_conflicts (train)  (std),voting_conflicts (test)  (std),negative_voting_conflicts (train)  (std),negative_voting_conflicts (test)  (std),p / P
0,0,0,heart-c,0.22454565021446027,0.7989388062917475,0.938096111699489,0.8021505376344087,0.9396876271876272,59.888888888888886,141.77777777777777,1.1970912973611891,1.0186419748562816,2.3681670566704,0.5805192562016842,0.9859409794106304,0.1054117365303956,4.140830543306139,0.9324137433333332,0.0227493744444444,0.6862220044358838,0.4970821147012456,6.311772786037492,6.301433691756272,38.77777777777778,11.666666666666666,16.77777777777778,5.666666666666667,C2,C2,C2,no_discretization,exact_M-of-N,3.711842908553348,0.0685465173888481,0.0080116173523061,0.0718662572537933,0.0073776909702846,2.204792759220492,9.78235372721946,8.077747210701755,6.610177338350647,0.1506665193226685,0.0106434213898517,0.0033348157114356,0.0091987197981662,1.2124381556639026,0.1202646802224628,0.0062469609839615,0.0473416526780255,0.0852217758582736,0.5832047988137777,0.8966164026622259,12.587471725666138,3.0,5.847601597616277,2.179449471770337,0.2098127875954962
