model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
at_least_M-of-N,no_discretization,whas1,0.0,0.2254315671161401,0.2602621361913841,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0244762897491455,0.007721599,0.0040221749999999,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,whas1,0.5,0.2240248174984827,0.3037184510633388,2,3.0,1.0,0.0,1.5,1.0,1.0,0.5138568129330254,0.081608772277832,0.03734777,0.007036623,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,whas1,0.0,0.19793855476929,0.2008272576643088,5,11.0,1.0,1.2,2.2,0.9928189894534384,1.0,0.2799076212471131,0.761188268661499,0.183463368,0.1265103919999999,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,whas1,0.4,0.2087829387201672,0.2341642766616419,5,8.0,0.4,0.8,1.6,0.9988820914730828,1.0,0.3764434180138568,0.2527840137481689,0.108355897,0.068179957,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,whas1,0.3333333333333333,0.2195441340918236,0.1874449315612439,3,8.0,1.3333333333333333,1.0,2.6666666666666665,1.0,1.0,0.5196304849884527,1.4160678386688232,0.208429554,0.378908874,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,whas1,0.0,0.2172987046598556,0.2469645079259573,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,0.1057648658752441,0.040901921,0.014436026,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,whas1,0.0,0.2186655657698435,0.2321084081935905,4,9.0,0.75,1.5,2.25,0.9921917587039248,1.0,0.2580831408775981,0.758502721786499,0.1421558829999999,0.083776655,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,whas1,0.0,0.2189803088444879,0.1489248945415914,4,6.0,0.75,0.75,1.5,0.9999999689990816,1.0,0.6579861111111112,1.3044216632843018,0.593505525,0.272737714,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,whas1,0.5,0.2197612400145083,0.1989283213931666,2,2.0,0.5,0.0,1.0,1.0,1.0,0.5161662817551963,0.0771617889404296,0.0338499,0.00596133,1.0,1.0,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,whas1,0.0,0.2167972707769383,0.1985321588691566,2,2.0,1.0,0.0,1.0,1.0,1.0,0.5,0.1356866359710693,0.043669644,0.015534601,1.0,1.0,Correlation,Correlation,Correlation
