dataset,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule
autos,0.7666666666666667,1.0,0.8095238095238095,1.0,39,77,6.623376623376624
autos,0.9333333333333332,1.0,0.9047619047619048,1.0,39,77,6.831168831168832
autos,0.7666666666666666,1.0,0.7619047619047619,1.0,36,71,6.704225352112676
autos,0.8301587301587302,1.0,0.7619047619047619,1.0,38,75,6.346666666666667
autos,0.7801587301587302,1.0,0.7619047619047619,1.0,36,71,6.309859154929577
autos,0.8914285714285715,1.0,0.85,1.0,38,75,6.346666666666667
autos,0.8,1.0,0.85,1.0,38,75,6.586666666666667
autos,0.8714285714285716,1.0,0.85,1.0,37,73,6.219178082191781
autos,0.7761904761904763,1.0,0.75,1.0,38,75,6.906666666666666
