dataset,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule
flag,0.5583333333333333,1.0,0.75,1.0,39,77,6.285714285714286
flag,0.5555555555555556,1.0,0.55,1.0,34,67,6.7164179104477615
flag,0.5416666666666666,1.0,0.75,1.0,36,71,6.901408450704225
flag,0.6805555555555556,1.0,0.8,1.0,35,69,7.27536231884058
flag,0.825,1.0,0.8947368421052632,1.0,41,81,7.728395061728395
flag,0.5333333333333333,1.0,0.7368421052631579,1.0,37,73,7.506849315068493
flag,0.3888888888888889,1.0,0.4736842105263157,1.0,32,63,6.666666666666667
flag,0.5972222222222222,1.0,0.7894736842105263,1.0,38,75,7.306666666666667
flag,0.5,1.0,0.7368421052631579,1.0,38,75,7.52
