model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,p / P
exact_M-of-N,no_discretization,monk-3,0,0.9736842105263156,0.9346774193548386,0.9722222222222222,0.9344262295081968,6,11.0,7,4,1.8333333333333333,0.4691809399898581,0.8004270676870991,0.3005464480874317,0.0297060012817382,0.02392081,0.003546545,0.6666666666666666,0.6666666666666666,1.8032786885245904,1.75,29.0,120.0,3.0,24.0,C2,C2,C2,0.0
