integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.09283999896754619,0.2903655265767464,504.6666666666667,365.8888888888889,36.267856273502495,0.005373767960062545,0.04489661138528095,5.937171043518958,6.863753427324667,2.378258603939501,std
