dataset,RMSE (test),MAE (test),MAPE (test),rRMSE (test),rMAE (test),rMAPE (test),maxError (test),R2 (test),RMSE (train),MAE (train),MAPE (train),rRMSE (train),rMAE (train),rMAPE (train),maxError (train),R2 (train),rules,conditions_count,avg conditions per rule
ozone,0.2460389029096156,0.16582491582491582,24813221087441.598,0.7475555413212874,0.5038363171355499,248132210874.416,0.8181818181818181,0.12066787679179625,7.807391274249398e-18,1.775609214467843e-18,9.647237108566174e-18,2.4431750280625273e-17,5.556432283205405e-18,9.647237108566175e-20,5.551115123125783e-17,1.0,229,457,23.27352297592998
