integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.11409704535543153,0.18603509610500163,358.44444444444446,138.55555555555554,20.11072205340403,0.004089919568926436,0.03630807257617614,3.4318767136623336,11.259563836036357,1.2927502212747606,whas1
