dataset,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule
echocardiogram,0.5888888888888889,1.0,0.6428571428571429,1.0,15,29,5.0344827586206895
echocardiogram,0.8194444444444444,1.0,0.8461538461538461,1.0,15,29,5.517241379310345
echocardiogram,0.9444444444444444,1.0,0.9230769230769232,1.0,16,31,5.612903225806452
echocardiogram,0.875,1.0,0.9230769230769232,1.0,15,29,6.0
echocardiogram,0.75,1.0,0.8461538461538461,1.0,14,27,5.555555555555555
echocardiogram,1.0,1.0,1.0,1.0,17,33,5.818181818181818
echocardiogram,0.875,1.0,0.9230769230769232,1.0,16,31,5.354838709677419
echocardiogram,0.75,1.0,0.8461538461538461,1.0,15,29,5.310344827586207
echocardiogram,0.8,1.0,0.8461538461538461,1.0,14,27,6.074074074074074
