model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,p / P
plain,no_discretization,monk-3,0,0.912796697626419,0.9349462365591398,0.9120370370370372,0.9344262295081968,17,40.0,40,0,2.3529411764705883,0.497371205983549,0.916152096105352,0.1190935390549662,0.049912165,0.06126355,0.012596638,0.7058823529411765,0.5882352941176471,2.0245901639344264,1.9236111111111112,24.0,110.0,13.0,59.0,C2,C2,C2,0.0
