RMSE (test),MAE (test),MAPE (test),rRMSE (test),rMAE (test),rMAPE (test),maxError (test),R2 (test),RMSE (train),MAE (train),MAPE (train),rRMSE (train),rMAE (train),rMAPE (train),maxError (train),R2 (train),rules,conditions_count,avg conditions per rule,RMSE (test) (std),MAE (test) (std),MAPE (test) (std),rRMSE (test) (std),rMAE (test) (std),rMAPE (test) (std),maxError (test) (std),R2 (test) (std),RMSE (train) (std),MAE (train) (std),MAPE (train) (std),rRMSE (train) (std),rMAE (train) (std),rMAPE (train) (std),maxError (train) (std),R2 (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.30671932737598456,0.24876681369409548,196630880661575.97,0.6896121584914744,0.5598458149091221,1966308806615.7595,0.6079776690109971,-0.029975023074371956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.55555555555556,178.11111111111111,12.559250884565005,0.03184215066350305,0.03585140111604535,62178707382720.45,0.12024901318421188,0.11673475583342197,621787073827.2046,0.1019937390267023,0.16979125730439068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8819171036881969,1.7638342073763937,2.2003231973896558,concrete
