RMSE (test),MAE (test),MAPE (test),rRMSE (test),rMAE (test),rMAPE (test),maxError (test),R2 (test),RMSE (train),MAE (train),MAPE (train),rRMSE (train),rMAE (train),rMAPE (train),maxError (train),R2 (train),rules,conditions_count,avg conditions per rule,RMSE (test) (std),MAE (test) (std),MAPE (test) (std),rRMSE (test) (std),rMAE (test) (std),rMAPE (test) (std),maxError (test) (std),R2 (test) (std),RMSE (train) (std),MAE (train) (std),MAPE (train) (std),rRMSE (train) (std),rMAE (train) (std),rMAPE (train) (std),maxError (train) (std),R2 (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.2507280758420786,0.18906556071039005,23257613335151.387,0.7928000827822451,0.589809589767999,232576133351.51385,0.6505593648849428,0.12374431554023071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.55555555555554,346.1111111111111,14.057949253537984,0.047462395544637645,0.04280979685611617,13526733012036.793,0.1950492836592747,0.11962475728384339,135267330120.36795,0.14768481445394352,0.35877663784345765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1303883305208782,2.2607766610417563,1.5181444145904588,pharynx
