BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.6945238095238095,1.0,0.8076210826210827,1.0,59.0,117.0,14.01062602908941,0.08865603358062799,0.0,0.05677189987728806,0.0,3.082207001484488,6.164414002968976,0.74954095919659,auto-mpg
