integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.08688851847038016,0.2589664901769681,308.1111111111111,277.22222222222223,36.28645753394849,0.005340582347446589,0.03709714493242872,2.9344694769431685,4.0551750201988135,4.530476198150806,uis
