model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,p / P
complex,no_discretization,monk-2,0,0.819047619047619,0.9007440476190476,0.82,0.8994082840236687,53,221.0,53,168,4.169811320754717,0.4853012129702709,0.9273958381018802,0.0849614826392765,0.119035677,0.168733313,0.033450534,0.8867924528301887,0.2830188679245283,4.502958579881657,4.605,73.0,87.0,29.0,38.0,C2,C2,C2,0.0
