integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.16872791891070904,0.2680360497297556,448.44444444444446,145.66666666666666,19.741672674904095,0.0039055297483329104,0.02292030790205658,2.1278575558006176,12.24744871391589,3.357104118318572,follic
