,Unnamed: 0.1,Unnamed: 0,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,variant,model_type,M-of-N count (std),BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),plain conditions count (std),complex conditions count (std),avg conditions per rule (std),avg rule quality (std),avg rule precision (std),avg rule coverage (std),training time total (s) (std),training time growing (s) (std),training time pruning (s) (std),pvalue significance fdr (std),pvalue significance fwer (std),rules_per_example (train)  (std),rules_per_example (test)  (std),voting_conflicts (train)  (std),voting_conflicts (test)  (std),negative_voting_conflicts (train)  (std),negative_voting_conflicts (test)  (std),p / P
0,0,0,soybean,0.0,0.9305627752508844,0.9763231212857132,0.9090650753054844,0.9643891846084583,49.333333333333336,161.33333333333334,1.233417683597772,2.014151860973599,3.2611883828570787,0.7669941961632448,0.9270014875819746,0.0609074846878125,0.7223871593333333,2.013670574777778,0.1362307907777777,1.0,1.0,3.001029574899441,2.968196457326892,194.88888888888889,23.22222222222222,194.88888888888889,23.22222222222222,C2,C2,C2,no_discretization,complex,0.0,0.0251332502983939,0.0048482629981945,0.0222347000589331,0.0051709228763124,3.464101615137755,18.801595676963167,7.912718313646146,13.782033392952016,0.1686769519277904,0.012444698637009,0.0108776722302033,0.0022164121681479,0.1553088245917114,0.2660464695477896,0.0387452861259054,0.0,0.0,0.1793774056291685,0.2179492097658799,49.082696656878085,6.591239977761729,49.082696656878085,6.591239977761729,0.6699075656527617
