integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.04825583407436697,0.17766093728711416,157.66666666666666,62.333333333333336,5.7017237901557625,0.012273719393518012,0.1021322567163863,1.5,2.0,0.1731512624749303,bmt-ch
