BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.7975308641975308,0.9265700483091788,0.7661782661782661,0.9148823371156372,20.333333333333332,39.666666666666664,6.393530491091466,0.07891583612097228,0.006694400371264334,0.09099633965047377,0.007696467145928232,0.7071067811865475,1.414213562373095,0.15357763413612102,hayes-roth
