model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
plain,no_discretization,GBSG2,0,0.1707455923458654,0.1873085645934618,7,13.0,1.4285714285714286,0.42857142857142855,1.8571428571428572,0.9992231561186912,1.0,0.4130585783746237,12.187812997,7.607121743,4.575261049,1.0,1.0,Correlation,Correlation,Correlation
