integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.029793813350079593,0.08630306443486863,256.8888888888889,149.66666666666666,22.780433063255085,0.004637149411871792,0.04039711772208304,2.7131367660166177,8.426149773176359,2.6107553758034414,actg320
