,dataset,M-of-N count,RMSE (test),MAE (test),MAPE (test),rRMSE (test),rMAE (test),rMAPE (test),maxError (test),R2 (test),RMSE (train),MAE (train),MAPE (train),rRMSE (train),rMAE (train),rMAPE (train),maxError (train),R2 (train),rules,plain conditions count,complex conditions count,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure,variant,model_type,M-of-N count (std),RMSE (test) (std),MAE (test) (std),MAPE (test) (std),rRMSE (test) (std),rMAE (test) (std),rMAPE (test) (std),maxError (test) (std),R2 (test) (std),RMSE (train) (std),MAE (train) (std),MAPE (train) (std),rRMSE (train) (std),rMAE (train) (std),rMAPE (train) (std),maxError (train) (std),R2 (train) (std),rules (std),plain conditions count (std),complex conditions count (std),conditions_count (std),avg conditions per rule (std),avg rule quality (std),avg rule precision (std),avg rule coverage (std),training time total (s) (std),training time growing (s) (std),training time pruning (s) (std),pvalue significance fdr (std),pvalue significance fwer (std),p / P,avg rule support
0,servo,0.1,0.3386066574736942,0.2054634788007865,22555488941550.73,1.3351951924180991,0.7996586909025156,225554889415.5073,0.8621309154248937,-0.2139800346493709,0.238726136212058,0.1307210782270244,2956813385984.5244,1.2997352219888274,0.7116628859189723,29568133859.84524,0.8689360269348012,-0.1059481311723224,2.6666666666666665,0.4833333333333333,0.4333333333333333,3.2222222222222223,0.9814814814814816,0.1153497630768274,0.7903134609172696,0.6088177581555065,0.0139150884416367,0.0041376013333333,0.0006095508888888,0.0833333333333333,0.0833333333333333,C2,C2,C2,no_discretization,at_least_M-of-N,0.8819171036881969,0.0813659929538161,0.0541596506958487,3898516476274.887,0.257290090196259,0.1198636500088954,38985164762.74887,0.151491454904362,0.3670220611454159,0.0336044509997814,0.0179734153328396,1401658320623.3435,0.1594609197759719,0.084336147270168,14016583206.233438,0.117900395550708,0.2243006440410808,1.224744871391589,1.5898986690282426,1.0,2.438123139721299,0.6624577787617678,0.1544114521687998,0.0542080068157525,0.2836119425882214,0.0062063245815545,0.0035204551345873,0.0003980001213201,0.1767766952966369,0.1767766952966369,2734.600118712396,0.5892163355408389
