model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,p / P
at_least_M-of-N,no_discretization,monk-2,35,0.7523809523809524,0.7345982142857144,0.78,0.757396449704142,38,105.0,49,21,2.763157894736842,0.3831852237351416,0.8171482094763662,0.1831205232014948,0.15321946144104,0.127982896,0.0129618949999999,0.9210526315789472,0.5526315789473685,6.958579881656805,7.125,102.0,135.0,37.0,46.0,C2,C2,C2,0.0
