dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,variant,model_type,M-of-N count (std),BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),avg rule quality (std),avg rule precision (std),avg rule coverage (std),training time total (s) (std),training time growing (s) (std),training time pruning (s) (std),rules_per_example (train)  (std),rules_per_example (test)  (std),voting_conflicts (train)  (std),voting_conflicts (test)  (std),negative_voting_conflicts (train)  (std),negative_voting_conflicts (test)  (std)
sonar,0.0,0.6526374859708193,0.9980915476605132,0.6537037037037037,0.9982174688057042,13.666666666666666,17.22222222222222,1.2592814592814594,0.6436860470598715,1.0,0.14341089309800195,10.661671170444444,19.95631714411111,0.0018324454444444442,1.9513975803087193,2.062433862433862,0.0,7.444444444444445,0.0,3.5555555555555554,C2,C2,C2,no_discretization,complex,0.0,0.11430716092699972,0.002862740588647333,0.11583223896555851,0.0026737967914438054,1.224744871391589,2.7284509239574835,0.15267747586961694,0.015956923785199195,0.0,0.015576872859802655,2.1164906294447534,3.9693884240182435,0.00029592892155554476,0.20462186820180073,0.46234910172069116,0.0,3.3208098075285455,0.0,2.96273147243853
