integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.09862923135824984,0.2824582285752981,170.88888888888889,103.22222222222223,13.145613174078697,0.01058770808961886,0.08371610117858604,2.8037673068767868,3.3829638550307397,2.361975269465356,cancer
