integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.10686977192756444,0.21402606224894077,175.55555555555554,71.66666666666667,5.941172451486718,0.0067403099744606275,0.06071751016256207,0.7264831572567788,4.0,0.41829597073401736,Melanoma
