dataset,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule
Melanoma,0.1066661988868697,0.2226586413357134,176,77,5.792207792207792
Melanoma,0.1056832723261635,0.27055735323725,175,73,6.849315068493151
Melanoma,0.1007652470259376,0.1382927586456268,174,75,5.946666666666666
Melanoma,0.1191043509601641,0.1893394980002781,176,73,5.452054794520548
Melanoma,0.1103213312452694,0.1021840284714095,175,73,6.301369863013699
Melanoma,0.1088806369206491,0.2799404937005552,176,71,5.774647887323944
Melanoma,0.0944752845993032,0.2448564252337299,176,69,5.855072463768116
Melanoma,0.1067264398344262,0.259278437234143,176,63,5.555555555555555
Melanoma,0.1092051855492971,0.219126924381761,176,71,5.943661971830986
