dataset,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule
vote,0.9335511982570806,1.0,0.9318181818181818,1.0,22,43,4.558139534883721
vote,0.9520697167755992,1.0,0.9545454545454546,1.0,27,53,4.339622641509434
vote,0.9814814814814814,1.0,0.9772727272727272,1.0,24,47,4.638297872340425
vote,0.9335511982570806,1.0,0.9318181818181818,1.0,28,55,4.6909090909090905
vote,0.9226579520697168,1.0,0.9318181818181818,1.0,25,49,4.408163265306122
vote,0.9615384615384616,1.0,0.9534883720930232,1.0,27,53,4.679245283018868
vote,0.9321266968325792,1.0,0.9302325581395348,1.0,24,47,4.127659574468085
vote,0.9705882352941176,1.0,0.9767441860465116,1.0,26,51,4.431372549019608
vote,0.8564814814814814,1.0,0.8837209302325582,1.0,22,43,3.86046511627907
