model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure
exact_M-of-N,no_discretization,cleveland,16,0.2375,0.9425967741935484,0.5333333333333333,0.9560439560439561,81,210.0,2.5925925925925926,0.5605681182130908,0.9882381560929647,0.04847827070049289,6.369420289993286,1.094748673,0.096339195,3.9267399267399266,4.166666666666667,17.0,10.0,8.0,3.0,C2,C2,C2
