model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure
complex,no_discretization,balance-scale,0,0.8079638752052545,0.9354213354213354,0.8870967741935484,0.9715808170515098,31,80.0,2.5806451612903225,0.6523237437796727,0.9500693576942312,0.1773907064688019,0.048342827,0.108479872,0.008229247,5.49911190053286,5.145161290322581,81.0,18.0,72.0,16.0,C2,C2,C2
