dataset,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule
iris,0.9333333333333332,1.0,0.9333333333333332,1.0,21,41,8.439024390243903
iris,0.8000000000000002,1.0,0.8,1.0,20,39,8.35897435897436
iris,0.8666666666666667,1.0,0.8666666666666667,1.0,21,41,8.390243902439025
iris,0.8666666666666667,1.0,0.8666666666666667,1.0,21,41,8.292682926829269
iris,1.0,1.0,1.0,1.0,22,43,8.790697674418604
iris,0.8666666666666667,1.0,0.8666666666666667,1.0,21,41,8.487804878048781
iris,0.8666666666666667,1.0,0.8666666666666667,1.0,20,39,8.564102564102564
iris,1.0,1.0,1.0,1.0,23,45,9.066666666666666
iris,0.8666666666666667,1.0,0.8666666666666667,1.0,21,41,8.878048780487806
