model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
at_least_M-of-N,no_discretization,std,0.07692307692307693,0.1951278527914129,0.2761494080787391,13,45.0,2.0,1.3846153846153846,3.4615384615384617,0.9752514176898914,1.0,0.1805596178219752,4.959324836730957,1.709936742,2.322742029,0.8461538461538461,0.6153846153846154,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,std,0.42857142857142855,0.2079837250922251,0.2278875163730821,7,21.0,1.2857142857142858,1.2857142857142858,3.0,0.9438844650244668,1.0,0.1890277023356871,4.099658250808716,1.234322477,2.279398819,0.7142857142857143,0.7142857142857143,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,std,0.0,0.1978914464628484,0.1866606724255881,12,50.0,1.4166666666666667,2.75,4.166666666666667,0.9772494384487708,1.0,0.1385720321081538,26.976655960083008,4.6112521840000005,10.423934089,0.8333333333333334,0.5,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,std,0.0,0.1959315861251747,0.2718467249977295,22,98.0,2.9545454545454546,1.5,4.454545454545454,0.934937903039416,1.0,0.0876294591484465,88.90074419975281,15.408703682,48.229081611000005,0.5,0.2272727272727272,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,std,0.30434782608695654,0.2007843120092044,0.1977192693543597,23,87.0,1.826086956521739,1.6521739130434783,3.782608695652174,0.96006119288736,1.0,0.1241607044578976,16.81068730354309,4.642186748,11.526794729999995,0.782608695652174,0.5652173913043478,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,std,0.0,0.200914138670116,0.3311794410122189,19,79.0,1.894736842105263,2.263157894736842,4.157894736842105,0.978906759467165,1.0,0.1230738443065839,6.124261379241943,2.148643198,3.208040619,0.8421052631578947,0.6842105263157895,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,std,0.10526315789473684,0.193899611094182,0.1951472756879865,19,86.0,2.4210526315789473,2.0,4.526315789473684,0.9711219559997272,1.0,0.1460209459008738,34.11056447029114,7.059225872999999,19.194231198,0.7894736842105263,0.5789473684210527,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,std,0.3,0.2028663503037573,0.1782794658963544,10,33.0,2.2,0.8,3.3,0.981820469048594,1.0,0.1951837769328263,13.104336261749268,3.315100675,8.503277264,0.8,0.7,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,std,0.28,0.1956515464753839,0.17096459703005,25,109.0,2.16,1.92,4.36,0.9394523301135638,1.0,0.0743219264892268,37.14910268783569,8.688138238,23.662622145999997,0.48,0.32,Correlation,Correlation,Correlation
at_least_M-of-N,no_discretization,std,0.17142857142857143,0.1920941143125356,0.1998706736119165,35,161.0,2.3142857142857145,2.1142857142857143,4.6,0.9533437293881958,1.0,0.0711754068716094,26.77689027786255,7.873491313999999,16.999241564000002,0.5714285714285714,0.2571428571428571,Correlation,Correlation,Correlation
