integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.05153797786184388,0.11830939144836905,272.77777777777777,260.55555555555554,47.757072623375436,0.004696922725506582,0.026395937869861687,2.6822461565718467,6.912147117775907,1.6662070002110096,hd
