integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.1079000192714383,0.2938558285516092,207.77777777777777,111.66666666666667,17.5690141095054,0.007169498945222394,0.045603586212323625,1.4813657362192647,6.782329983125269,1.9145124997968272,mgus
