integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.1366492222980541,0.20805258665112886,775.1111111111111,288.77777777777777,12.062667776893257,0.0023376401996946625,0.014237547052771828,4.48454134902457,5.14241620684717,0.6040117850419611,lung
