dataset,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule
lung,0.13222492276309,0.2079634132220772,772,287,12.006968641114982
lung,0.1364549326257309,0.2186140505418532,785,293,12.170648464163822
lung,0.1377752463195594,0.2355734191178457,778,285,12.266666666666667
lung,0.1382022231043429,0.1993698715893223,773,283,11.696113074204948
lung,0.1369389204324545,0.1924853948396755,774,289,11.22491349480969
lung,0.1398666383429579,0.1883931890655723,775,283,11.985865724381624
lung,0.1342372556981886,0.20924500128751,769,291,12.487972508591064
lung,0.1384525142242627,0.2061768101957572,774,299,11.451505016722408
lung,0.1356903471719,0.2146521300005464,776,289,13.273356401384085
