dataset,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule
balance-scale,0.5632183908045977,1.0,0.7777777777777778,1.0,137,273,8.505494505494505
balance-scale,0.5747126436781609,1.0,0.7936507936507936,1.0,147,293,8.505119453924914
balance-scale,0.5747126436781609,1.0,0.7936507936507936,1.0,139,277,8.700361010830324
balance-scale,0.5402298850574713,1.0,0.746031746031746,1.0,145,289,8.59515570934256
balance-scale,0.6206896551724138,1.0,0.8571428571428571,1.0,147,293,8.573378839590443
balance-scale,0.5266830870279146,1.0,0.7258064516129032,1.0,145,289,8.602076124567475
balance-scale,0.5155993431855501,1.0,0.7096774193548387,1.0,134,267,8.794007490636703
balance-scale,0.5853858784893268,1.0,0.8064516129032258,1.0,139,277,8.71480144404332
balance-scale,0.5381773399014779,1.0,0.7419354838709677,1.0,136,271,8.428044280442805
