BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.5599343185550082,1.0,0.772458326221767,1.0,141.0,281.0,8.602048762097006,0.03301408980777012,0.0,0.04609961896577451,0.0,5.024937810560445,10.04987562112089,0.11677525062470838,balance-scale
