RMSE (test),MAE (test),MAPE (test),rRMSE (test),rMAE (test),rMAPE (test),maxError (test),R2 (test),RMSE (train),MAE (train),MAPE (train),rRMSE (train),rMAE (train),rMAPE (train),maxError (train),R2 (train),rules,conditions_count,avg conditions per rule,RMSE (test) (std),MAE (test) (std),MAPE (test) (std),rRMSE (test) (std),rMAE (test) (std),rMAPE (test) (std),maxError (test) (std),R2 (test) (std),RMSE (train) (std),MAE (train) (std),MAPE (train) (std),rRMSE (train) (std),rMAE (train) (std),rMAPE (train) (std),maxError (train) (std),R2 (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.3431407989269449,0.2518826614393416,31800124223530.438,0.8869753228570733,0.6306247478772837,318001242235.30444,0.7329476438719377,-0.24711299830711347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.88888888888889,162.77777777777777,8.387832804797329,0.08435322081047694,0.08812455808041333,19030079408420.465,0.16741488780711383,0.09228432803400416,190300794084.20465,0.1385012246305758,0.5747127786000681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7817359599705717,1.5634719199411433,0.5991468254896614,auto93
