BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.9555555555555555,1.0,0.9777777777777779,1.0,9.11111111111111,17.22222222222222,3.8306616213736953,0.08819171036881966,0.0,0.04409585518440983,0.0,0.6009252125773316,1.2018504251546631,0.2422158957051397,zoo
