RMSE (test),MAE (test),MAPE (test),rRMSE (test),rMAE (test),rMAPE (test),maxError (test),R2 (test),RMSE (train),MAE (train),MAPE (train),rRMSE (train),rMAE (train),rMAPE (train),maxError (train),R2 (train),rules,conditions_count,avg conditions per rule,RMSE (test) (std),MAE (test) (std),MAPE (test) (std),rRMSE (test) (std),rMAE (test) (std),rMAPE (test) (std),maxError (test) (std),R2 (test) (std),RMSE (train) (std),MAE (train) (std),MAPE (train) (std),rRMSE (train) (std),rMAE (train) (std),rMAPE (train) (std),maxError (train) (std),R2 (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.28058235311427054,0.2165605102063164,145554187506931.97,0.7319700085812014,0.5530285774861007,1455541875069.32,0.5185899142784939,0.32867429899515826,0.04319028509919024,0.016982644251699593,0.08264148869415121,0.1217919904577734,0.0479258196235055,0.0008264148869414555,0.15757798648063848,0.9729699709938919,42.22222222222222,83.44444444444444,9.613636921453011,0.061755182323748534,0.03984625145043671,103514219509250.8,0.2811681338231098,0.15079304267328783,1035142195092.508,0.1933975765373873,0.3263871004797469,0.006133236762567529,0.003126541991435162,0.10757176887331227,0.017898109384610686,0.00927518503251818,0.0010757176887331115,0.023724323627117863,0.006182618975985415,1.2018504251546631,2.4037008503093262,0.715141149769189,elusage
