dataset,RMSE (test),MAE (test),MAPE (test),rRMSE (test),rMAE (test),rMAPE (test),maxError (test),R2 (test),RMSE (train),MAE (train),MAPE (train),rRMSE (train),rMAE (train),rMAPE (train),maxError (train),R2 (train),rules,conditions_count,avg conditions per rule
strike,0.27191470303738957,0.15727528675703858,20753915334.465942,1.5351568545028826,0.887933722641599,207539153.34465942,0.8448800834202294,-0.2494159464238963,3.957188218783123e-21,5.777276229940521e-22,4.0440933609583636e-18,9.289760758073988e-20,1.3562537600488215e-20,4.0440933609583633e-20,2.710505431213761e-20,1.0,527,1053,36.41975308641975
