dataset,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule
hayes-roth,0.7999999999999999,0.927536231884058,0.7692307692307693,0.9159663865546218,21,41,6.536585365853658
