,Unnamed: 0.1,Unnamed: 0,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,variant,model_type,M-of-N count (std),BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),plain conditions count (std),complex conditions count (std),avg conditions per rule (std),avg rule quality (std),avg rule precision (std),avg rule coverage (std),training time total (s) (std),training time growing (s) (std),training time pruning (s) (std),pvalue significance fdr (std),pvalue significance fwer (std),rules_per_example (train)  (std),rules_per_example (test)  (std),voting_conflicts (train)  (std),voting_conflicts (test)  (std),negative_voting_conflicts (train)  (std),negative_voting_conflicts (test)  (std),p / P
0,0,0,ecoli,0.10773890001576843,0.7207067271352986,0.9022976952170558,0.8421469597940185,0.9536970253316722,49.66666666666666,157.22222222222223,1.776349361545385,1.2796998855541226,3.171504649834583,0.7628084229751887,0.9763427020499976,0.1280895791576884,5.453261772791545,3.513625027888889,0.0662508908888888,1.0,1.0,6.3379134822974565,6.203901762725292,31.22222222222222,7.333333333333333,21.33333333333333,5.222222222222222,C2,C2,C2,no_discretization,at_least_M-of-N,3.0,0.170642472674729,0.0372987918607096,0.0541282342872132,0.0118058485255126,4.444097208657795,12.978614889287858,9.947082207584517,4.69041575982343,0.1790426166486877,0.0115632487412986,0.0066580534458784,0.008292638846662,1.1333693039788004,0.3368655557081807,0.0162356828722323,0.0,0.0,0.3963570948986187,0.5131315633997874,8.700255424092125,4.301162633521314,6.652067347825035,3.3082388735465345,0.576125713637174
