integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.034635451006370374,0.22783646023037685,174.44444444444446,77.44444444444444,7.197370471461323,0.003633638835491112,0.06657411013170651,3.1269438398822866,4.876246279442598,0.571610246548739,zinc
