dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure,variant,model_type,M-of-N count (std),BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),avg rule quality (std),avg rule precision (std),avg rule coverage (std),training time total (s) (std),training time growing (s) (std),training time pruning (s) (std),rules_per_example (train)  (std),rules_per_example (test)  (std),voting_conflicts (train)  (std),voting_conflicts (test)  (std),negative_voting_conflicts (train)  (std),negative_voting_conflicts (test)  (std)
ecoli,2.4444444444444446,0.7187226001511716,0.9006834614835051,0.8388789859378094,0.9584750969578195,48.888888888888886,165.33333333333334,3.391204023314797,0.7647291477130784,0.9754031518749114,0.12521116952383385,1689926366.925887,6.1506496998888895,0.03465512533333333,6.106074404349927,5.883343236284413,26.444444444444443,6.222222222222222,17.0,4.444444444444445,C2,C2,C2,no_discretization,at_least_M-of-N,1.5898986690282426,0.16742428293883388,0.03477936716846077,0.04987460839077503,0.010837553404858992,4.136557881996953,11.4564392373896,0.21479638988529232,0.01479168612416144,0.008046979261778912,0.013254345112524102,46.549241106893845,1.5775320025071633,0.008806670960647755,0.6838735927891308,0.687248632160797,7.160850352980279,3.5978388574871505,4.5,3.4681086744474685
