model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure
complex,no_discretization,autos,0,0.7388888888888889,0.9945355191256832,0.7142857142857143,0.9891304347826086,48,86.0,0.4791666666666667,1.3125,1.7916666666666667,0.6342492069164348,0.9988738738738738,0.0558197463768115,0.524771608,1.7234345270000002,0.0122008739999999,0.9791666666666666,0.7916666666666666,2.6793478260869565,2.4761904761904763,2.0,5.0,2.0,4.0,C2,C2,C2
complex,no_discretization,autos,0,0.9166666666666669,0.9871031746031744,0.9047619047619048,0.9891304347826086,48,83.0,0.4375,1.2916666666666667,1.7291666666666667,0.6130482602067236,0.999198717948718,0.0449501811594202,0.546869859,1.9794091550000004,0.008267267,0.9375,0.8541666666666666,2.157608695652174,2.761904761904762,1.0,3.0,1.0,3.0,C2,C2,C2
complex,no_discretization,autos,0,0.9333333333333332,0.987308429118774,0.95,0.9891891891891892,49,88.0,0.32653061224489793,1.469387755102041,1.7959183673469388,0.6200372091130611,1.0,0.0493105350248207,0.456904915,1.492133069,0.004435491,0.9387755102040816,0.8367346938775511,2.4162162162162164,2.8,0.0,5.0,0.0,3.0,C2,C2,C2
complex,no_discretization,autos,0,0.5428571428571429,0.990780651340996,0.6,0.9891891891891892,47,79.0,0.3404255319148936,1.3404255319148937,1.6808510638297873,0.6186470908646258,0.9976359338061463,0.0474985623921794,0.501428196,1.682671411,0.005220857,0.9787234042553192,0.8297872340425532,2.2324324324324323,2.0,2.0,3.0,2.0,3.0,C2,C2,C2
complex,no_discretization,autos,0,0.6761904761904762,0.9824473180076628,0.75,0.9837837837837838,49,85.0,0.46938775510204084,1.2653061224489797,1.7346938775510203,0.6161942880600517,0.9965986394557822,0.0485383342526199,0.48477313,1.503272743,0.0040261719999999,0.979591836734694,0.7755102040816326,2.3783783783783785,2.2,2.0,7.0,0.0,7.0,C2,C2,C2
complex,no_discretization,autos,0,0.7444444444444445,0.9760057471264368,0.8571428571428571,0.9728260869565216,51,91.0,0.45098039215686275,1.3333333333333333,1.7843137254901962,0.6172907693384849,0.9934478340550448,0.0508312020460358,1.034446294,2.723756077,0.087746184,0.9607843137254902,0.8235294117647058,2.592391304347826,2.095238095238096,7.0,3.0,7.0,3.0,C2,C2,C2
complex,no_discretization,autos,0,0.6452380952380952,0.9755737352412228,0.6190476190476191,0.9782608695652174,43,80.0,0.46511627906976744,1.3953488372093024,1.8604651162790697,0.6386711171256306,0.9986320109439124,0.0564964610717897,0.485175496,1.505865271,0.005250937,0.9302325581395348,0.7441860465116279,2.4293478260869565,2.380952380952381,1.0,7.0,1.0,7.0,C2,C2,C2
complex,no_discretization,autos,0,0.8,0.985023607516058,0.8095238095238095,0.9836956521739132,45,84.0,0.5777777777777777,1.288888888888889,1.8666666666666667,0.6346496895335814,0.999283154121864,0.0542270531400966,0.525228045,1.531633129,0.008773262,0.9555555555555556,0.8222222222222222,2.440217391304348,2.142857142857143,1.0,2.0,1.0,2.0,C2,C2,C2
complex,no_discretization,autos,0,0.6914285714285715,0.9801724137931036,0.7,0.9837837837837838,43,81.0,0.3953488372093023,1.4883720930232558,1.8837209302325582,0.645746539824733,0.9944551355230112,0.0600879949717158,0.50415839,1.6405926139999998,0.004877383,0.9534883720930232,0.7906976744186046,2.583783783783784,2.1,6.0,1.0,6.0,0.0,C2,C2,C2
complex,no_discretization,autos,0,0.8142857142857143,0.9841139846743294,0.75,0.9837837837837838,49,87.0,0.3469387755102041,1.4285714285714286,1.7755102040816326,0.6237815583419375,0.9982758620689656,0.0517374517374517,0.530434851,1.573726641,0.004290781,0.9591836734693876,0.673469387755102,2.535135135135135,2.3,2.0,6.0,2.0,5.0,C2,C2,C2
