model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure
exact_M-of-N,no_discretization,titanic,4,0.7070286292688515,0.7108826777673944,0.7795210569777044,0.7832803271240345,14,22.0,1.5714285714285714,0.3096717464823547,0.7141196946226653,0.4504446031024859,0.42547059059143066,0.427772049,0.116032861,6.306224443434802,6.305532617671346,2156.0,2376.0,1715.0,1885.0,C2,C2,C2
