integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,avg conditions per rule,integrated_brier_score (train) (std),integrated_brier_score (test) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.03408665850114978,0.07540129931708736,929.1111111111111,429.22222222222223,22.691197445722658,0.001817340199189249,0.009045254258729903,7.704616220884147,15.856999856355062,2.499934028796355,wcgs
