BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.995162974022731,1.0,0.9977709190672154,1.0,218.11111111111111,435.22222222222223,9.412572099656783,0.0075189742734734395,0.0,0.0017865797311535116,0.0,2.848001248439177,5.696002496878354,0.023838487249113135,nursery
