dataset,RMSE (test),MAE (test),MAPE (test),rRMSE (test),rMAE (test),rMAPE (test),maxError (test),R2 (test),RMSE (train),MAE (train),MAPE (train),rRMSE (train),rMAE (train),rMAPE (train),maxError (train),R2 (train),rules,conditions_count,avg conditions per rule
echomonths,0.29665420115942787,0.23214942951785053,0.7303434656375832,0.5831140998735146,0.4563212154096581,0.007303434656375832,0.6798245614035088,0.13450139743888767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93,185,15.21081081081081
