BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.7694709293974,1.0,0.7726403823178017,1.0,43.22222222222222,85.44444444444444,6.015717090675927,0.04443202785374323,0.0,0.05185068187130118,0.0,2.223610677354389,4.447221354708778,0.2480207432891696,heart-c
