BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.9404158544509422,0.9994294679788902,0.9237235957184805,0.9985537694682051,67.33333333333333,133.66666666666666,9.367515061293751,0.04886369993414472,0.00021394950791612616,0.040933680006769516,0.0005423379648148575,3.0413812651491097,6.082762530298219,0.306843769882914,soybean
