model_type,variant,dataset,M-of-N count,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,rules_per_example (train) ,rules_per_example (test) ,voting_conflicts (train) ,voting_conflicts (test) ,negative_voting_conflicts (train) ,negative_voting_conflicts (test) ,induction measure,pruning measure,voting measure
complex,no_discretization,glass,0,0.9861111111111112,0.9849865047233468,0.9915254237288136,0.9906542056074766,55,97.0,61,36,1.7636363636363637,0.6071093533146488,0.9982683982683983,0.046898895497026305,2.56099211,9.584386501000001,0.083739307,0.9454545454545454,0.7090909090909091,2.5794392523364484,2.555084745762712,2.0,2.0,2.0,2.0,C2,C2,C2
