BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule,BAcc (test) (std),BAcc (train) (std),Acc (test) (std),Acc (train) (std),rules (std),conditions_count (std),avg conditions per rule (std),dataset
0.9659227667600874,1.0,0.9807135068931009,1.0,96.88888888888889,192.77777777777777,8.712113413429499,0.026895146726030647,0.0,0.009161815608146625,0.0,3.8224483137265715,7.644896627453143,0.23534080740081395,car
