dataset,BAcc (test),BAcc (train),Acc (test),Acc (train),rules,conditions_count,avg conditions per rule
anneal,1.0,1.0,1.0,1.0,17,33,5.090909090909091
anneal,1.0,1.0,1.0,1.0,17,33,5.090909090909091
anneal,0.9963768115942028,1.0,0.9888888888888888,1.0,17,33,5.090909090909091
anneal,0.9927536231884058,1.0,0.9777777777777776,1.0,16,31,4.645161290322581
anneal,0.9470588235294116,1.0,0.9777777777777776,1.0,16,31,4.580645161290323
anneal,1.0,1.0,1.0,1.0,16,31,4.774193548387097
anneal,1.0,1.0,1.0,1.0,16,31,4.774193548387097
anneal,1.0,1.0,1.0,1.0,15,29,4.344827586206897
anneal,1.0,1.0,1.0,1.0,15,29,4.344827586206897
